atlas_coord,fiber,dex1,dex2,grammar_status,leg,direction,receiver,carriage,repeat,primary_family,assigned_family,boundary_reason
clip:clipper/O.OUT.S|O.OUT.O,clipper:clipper,O.OUT.S,O.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
clip:clipper/O.OUT.O|S.IN.S,clipper:clipper,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:clipper/O.OUT.O|S.IN.O,clipper:clipper,O.OUT.O,S.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:clipper/O.OUT.O|S.OUT.S,clipper:clipper,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:clipper/O.OUT.O|S.OUT.O,clipper:clipper,O.OUT.O,S.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:clipper/O.OUT.O|O.IN.S,clipper:clipper,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:clipper/O.OUT.O|O.IN.O,clipper:clipper,O.OUT.O,O.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:clipper/O.OUT.O|O.OUT.S,clipper:clipper,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:clipper/O.OUT.O|O.OUT.O,clipper:clipper,O.OUT.O,O.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
clip:heel/S.IN.S|S.IN.S,clipper:heel,S.IN.S,S.IN.S,blocked,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.S|S.IN.O,clipper:heel,S.IN.S,S.IN.O,blocked,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.S|S.OUT.S,clipper:heel,S.IN.S,S.OUT.S,blocked,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.S|S.OUT.O,clipper:heel,S.IN.S,S.OUT.O,blocked,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.S|O.IN.S,clipper:heel,S.IN.S,O.IN.S,blocked,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.S|O.IN.O,clipper:heel,S.IN.S,O.IN.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.S|O.OUT.S,clipper:heel,S.IN.S,O.OUT.S,blocked,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.S|O.OUT.O,clipper:heel,S.IN.S,O.OUT.O,blocked,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.O|S.IN.S,clipper:heel,S.IN.O,S.IN.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.O|S.IN.O,clipper:heel,S.IN.O,S.IN.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.O|S.OUT.S,clipper:heel,S.IN.O,S.OUT.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.O|S.OUT.O,clipper:heel,S.IN.O,S.OUT.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.O|O.IN.S,clipper:heel,S.IN.O,O.IN.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.O|O.IN.O,clipper:heel,S.IN.O,O.IN.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.O|O.OUT.S,clipper:heel,S.IN.O,O.OUT.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.IN.O|O.OUT.O,clipper:heel,S.IN.O,O.OUT.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.S|S.IN.S,clipper:heel,S.OUT.S,S.IN.S,blocked,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.S|S.IN.O,clipper:heel,S.OUT.S,S.IN.O,blocked,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.S|S.OUT.S,clipper:heel,S.OUT.S,S.OUT.S,blocked,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.S|S.OUT.O,clipper:heel,S.OUT.S,S.OUT.O,blocked,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.S|O.IN.S,clipper:heel,S.OUT.S,O.IN.S,blocked,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.S|O.IN.O,clipper:heel,S.OUT.S,O.IN.O,blocked,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.S|O.OUT.S,clipper:heel,S.OUT.S,O.OUT.S,blocked,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.S|O.OUT.O,clipper:heel,S.OUT.S,O.OUT.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.O|S.IN.S,clipper:heel,S.OUT.O,S.IN.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.O|S.IN.O,clipper:heel,S.OUT.O,S.IN.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.O|S.OUT.S,clipper:heel,S.OUT.O,S.OUT.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.O|S.OUT.O,clipper:heel,S.OUT.O,S.OUT.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.O|O.IN.S,clipper:heel,S.OUT.O,O.IN.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.O|O.IN.O,clipper:heel,S.OUT.O,O.IN.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.O|O.OUT.S,clipper:heel,S.OUT.O,O.OUT.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/S.OUT.O|O.OUT.O,clipper:heel,S.OUT.O,O.OUT.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:heel/O.IN.S|S.IN.S,clipper:heel,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:heel/O.IN.S|S.IN.O,clipper:heel,O.IN.S,S.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:heel/O.IN.S|S.OUT.S,clipper:heel,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:heel/O.IN.S|S.OUT.O,clipper:heel,O.IN.S,S.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:heel/O.IN.S|O.IN.S,clipper:heel,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:heel/O.IN.S|O.IN.O,clipper:heel,O.IN.S,O.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
clip:heel/O.IN.S|O.OUT.S,clipper:heel,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:heel/O.IN.S|O.OUT.O,clipper:heel,O.IN.S,O.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:heel/O.IN.O|S.IN.S,clipper:heel,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:heel/O.IN.O|S.IN.O,clipper:heel,O.IN.O,S.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:heel/O.IN.O|S.OUT.S,clipper:heel,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:heel/O.IN.O|S.OUT.O,clipper:heel,O.IN.O,S.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:heel/O.IN.O|O.IN.S,clipper:heel,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:heel/O.IN.O|O.IN.O,clipper:heel,O.IN.O,O.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
clip:heel/O.IN.O|O.OUT.S,clipper:heel,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:heel/O.IN.O|O.OUT.O,clipper:heel,O.IN.O,O.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:heel/O.OUT.S|S.IN.S,clipper:heel,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:heel/O.OUT.S|S.IN.O,clipper:heel,O.OUT.S,S.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:heel/O.OUT.S|S.OUT.S,clipper:heel,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:heel/O.OUT.S|S.OUT.O,clipper:heel,O.OUT.S,S.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:heel/O.OUT.S|O.IN.S,clipper:heel,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:heel/O.OUT.S|O.IN.O,clipper:heel,O.OUT.S,O.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:heel/O.OUT.S|O.OUT.S,clipper:heel,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:heel/O.OUT.S|O.OUT.O,clipper:heel,O.OUT.S,O.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
clip:heel/O.OUT.O|S.IN.S,clipper:heel,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:heel/O.OUT.O|S.IN.O,clipper:heel,O.OUT.O,S.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:heel/O.OUT.O|S.OUT.S,clipper:heel,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:heel/O.OUT.O|S.OUT.O,clipper:heel,O.OUT.O,S.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:heel/O.OUT.O|O.IN.S,clipper:heel,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:heel/O.OUT.O|O.IN.O,clipper:heel,O.OUT.O,O.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:heel/O.OUT.O|O.OUT.S,clipper:heel,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:heel/O.OUT.O|O.OUT.O,clipper:heel,O.OUT.O,O.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
clip:sole/S.IN.S|S.IN.S,clipper:sole,S.IN.S,S.IN.S,blocked,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.S|S.IN.O,clipper:sole,S.IN.S,S.IN.O,blocked,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.S|S.OUT.S,clipper:sole,S.IN.S,S.OUT.S,blocked,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.S|S.OUT.O,clipper:sole,S.IN.S,S.OUT.O,blocked,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.S|O.IN.S,clipper:sole,S.IN.S,O.IN.S,blocked,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.S|O.IN.O,clipper:sole,S.IN.S,O.IN.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.S|O.OUT.S,clipper:sole,S.IN.S,O.OUT.S,blocked,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.S|O.OUT.O,clipper:sole,S.IN.S,O.OUT.O,blocked,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.O|S.IN.S,clipper:sole,S.IN.O,S.IN.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.O|S.IN.O,clipper:sole,S.IN.O,S.IN.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.O|S.OUT.S,clipper:sole,S.IN.O,S.OUT.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.O|S.OUT.O,clipper:sole,S.IN.O,S.OUT.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.O|O.IN.S,clipper:sole,S.IN.O,O.IN.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.O|O.IN.O,clipper:sole,S.IN.O,O.IN.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.O|O.OUT.S,clipper:sole,S.IN.O,O.OUT.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.IN.O|O.OUT.O,clipper:sole,S.IN.O,O.OUT.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.S|S.IN.S,clipper:sole,S.OUT.S,S.IN.S,blocked,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.S|S.IN.O,clipper:sole,S.OUT.S,S.IN.O,blocked,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.S|S.OUT.S,clipper:sole,S.OUT.S,S.OUT.S,blocked,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.S|S.OUT.O,clipper:sole,S.OUT.S,S.OUT.O,blocked,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.S|O.IN.S,clipper:sole,S.OUT.S,O.IN.S,blocked,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.S|O.IN.O,clipper:sole,S.OUT.S,O.IN.O,blocked,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.S|O.OUT.S,clipper:sole,S.OUT.S,O.OUT.S,blocked,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.S|O.OUT.O,clipper:sole,S.OUT.S,O.OUT.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.O|S.IN.S,clipper:sole,S.OUT.O,S.IN.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.O|S.IN.O,clipper:sole,S.OUT.O,S.IN.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.O|S.OUT.S,clipper:sole,S.OUT.O,S.OUT.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.O|S.OUT.O,clipper:sole,S.OUT.O,S.OUT.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.O|O.IN.S,clipper:sole,S.OUT.O,O.IN.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.O|O.IN.O,clipper:sole,S.OUT.O,O.IN.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.O|O.OUT.S,clipper:sole,S.OUT.O,O.OUT.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/S.OUT.O|O.OUT.O,clipper:sole,S.OUT.O,O.OUT.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:sole/O.IN.S|S.IN.S,clipper:sole,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:sole/O.IN.S|S.IN.O,clipper:sole,O.IN.S,S.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:sole/O.IN.S|S.OUT.S,clipper:sole,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:sole/O.IN.S|S.OUT.O,clipper:sole,O.IN.S,S.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:sole/O.IN.S|O.IN.S,clipper:sole,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:sole/O.IN.S|O.IN.O,clipper:sole,O.IN.S,O.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
clip:sole/O.IN.S|O.OUT.S,clipper:sole,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:sole/O.IN.S|O.OUT.O,clipper:sole,O.IN.S,O.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:sole/O.IN.O|S.IN.S,clipper:sole,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:sole/O.IN.O|S.IN.O,clipper:sole,O.IN.O,S.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:sole/O.IN.O|S.OUT.S,clipper:sole,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:sole/O.IN.O|S.OUT.O,clipper:sole,O.IN.O,S.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:sole/O.IN.O|O.IN.S,clipper:sole,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:sole/O.IN.O|O.IN.O,clipper:sole,O.IN.O,O.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
clip:sole/O.IN.O|O.OUT.S,clipper:sole,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:sole/O.IN.O|O.OUT.O,clipper:sole,O.IN.O,O.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:sole/O.OUT.S|S.IN.S,clipper:sole,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:sole/O.OUT.S|S.IN.O,clipper:sole,O.OUT.S,S.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:sole/O.OUT.S|S.OUT.S,clipper:sole,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:sole/O.OUT.S|S.OUT.O,clipper:sole,O.OUT.S,S.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:sole/O.OUT.S|O.IN.S,clipper:sole,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:sole/O.OUT.S|O.IN.O,clipper:sole,O.OUT.S,O.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:sole/O.OUT.S|O.OUT.S,clipper:sole,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:sole/O.OUT.S|O.OUT.O,clipper:sole,O.OUT.S,O.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
clip:sole/O.OUT.O|S.IN.S,clipper:sole,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:sole/O.OUT.O|S.IN.O,clipper:sole,O.OUT.O,S.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:sole/O.OUT.O|S.OUT.S,clipper:sole,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:sole/O.OUT.O|S.OUT.O,clipper:sole,O.OUT.O,S.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:sole/O.OUT.O|O.IN.S,clipper:sole,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:sole/O.OUT.O|O.IN.O,clipper:sole,O.OUT.O,O.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:sole/O.OUT.O|O.OUT.S,clipper:sole,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:sole/O.OUT.O|O.OUT.O,clipper:sole,O.OUT.O,O.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
