source_id,event_key,event_year,event_title,page_line,separator,player,placement,raw_trick_1,raw_trick_2,raw_trick_3,raw_total,source_line,canon_1,canon_1_add,conf_1,canon_2,canon_2_add,conf_2,canon_3,canon_3_add,conf_3,current_total_add,resolution
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,254,>,Sergio Garcia,,PDX Tapping Pickup,Fairy Butterfly,Blurry Whirl,,8. Sergio Garcia (PDX Tapping Pickup>Fairy Butterfly>Blurry Whirl),,,unresolved,fairy_butterfly,4,canonical,blurry_whirl,5,canonical,,partial
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,255,>,Taishi Ishida,,Phoenix,Blurry Whirl,PS Whirl,,9. Taishi Ishida (Phoenix>Blurry Whirl>PS Whirl),phoenix,5,canonical,blurry_whirl,5,canonical,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,256,>,Johnny Sarah,,Fairy Butterfly,Ripwalk,Spinning Whirl,,10. Johnny Sarah (Fairy Butterfly>Ripwalk>Spinning Whirl),fairy_butterfly,4,canonical,ripwalk,4,canonical,spinning_whirl,4,canonical,12,full
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,258,>,Cristoph Alexander,,Diving Clipper,Ducking Clipper,Whirl,,12. Cristoph Alexander (Diving Clipper>Ducking Clipper>Whirl),diving_clipper,3,canonical,ducking_clipper,3,canonical,whirl,3,canonical,9,full
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,311,>,,,Honza Weber Alpine Fog,Pixie Spinning Osis,Barroquescrew,,1 Honza Weber Alpine Fog>Pixie Spinning Osis>Barroquescrew,,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,312,>,,,Christopher Schillem Nemesis,Spikehammer,Atomic Mama Curve,,2 Christopher Schillem Nemesis>Spikehammer>Atomic Mama Curve,,,unresolved,spike_hammer,5,alias,,,unresolved,,partial
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,313,>,,,Rafal Kaleta FS Janiwalker,PS Torque,Ducking Swivel,,3 Rafal Kaleta FS Janiwalker>PS Torque>Ducking Swivel,,,unresolved,paradox_symposium_torque,6,canonical-expanded,,,unresolved,,partial
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,314,>,,,Josh Gayhart Fog,Pixie Butterfly Swivel,Mullet,,4 Josh Gayhart Fog>Pixie Butterfly Swivel>Mullet,,,unresolved,,,unresolved,mullet,6,canonical,,partial
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,315,>,,,Rafal Kaleta FS Janiwalker,PS Twirl,PS Torque,,Rafal Kaleta FS Janiwalker>PS Twirl>PS Torque,,,unresolved,,,unresolved,paradox_symposium_torque,6,canonical-expanded,,partial
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,316,>,,,Pawel Nowak Quantum Dyno,Spinning Ducking Mirage,Symp Tapping Twirl,,5 Pawel Nowak Quantum Dyno>Spinning Ducking Mirage>Symp Tapping Twirl,,,unresolved,spinning_ducking_mirage,4,canonical,,,unresolved,,partial
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,317,>,,,Patrik Cerny Double Spinning Legover,Pixie Ducking Clipper,Mullet,,6 Patrik Cerny Double Spinning Legover>Pixie Ducking Clipper>Mullet,,,unresolved,pixie_ducking_clipper,4,canonical,mullet,6,canonical,,partial
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,318,>,,,Drifter,Gyro DLO,Pixie Motion,,7 Mathieu Gauthier Fairy ss Drifter>Gyro DLO>Pixie Motion,drifter,3,canonical,gyro_double_leg_over,4,alias,,,unresolved,,partial
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,319,>,,,Wiktor Debski Ripped Warrior,PS Whirl,Spinning Flail,,8 Wiktor Debski Ripped Warrior>PS Whirl>Spinning Flail,,,unresolved,paradox_symposium_whirl,5,alias,,,unresolved,,partial
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,320,>,,,Wiktor Debski Jackknife,PS Whirl,Swivel,,Wiktor Debski Jackknife>PS Whirl>Swivel,,,unresolved,paradox_symposium_whirl,5,alias,symposium_twirl,5,alias,,partial
mirror:events/show/1623054449,2021_worlds_online,2021,42nd Annual World Footbag Championships,321,>,,,Mathieu Gauthier Bedwetter,Fairy Whirl,Infinity Rev,,Mathieu Gauthier Bedwetter>Fairy Whirl>Infinity Rev. Swirl,,,unresolved,fairy_whirl,4,canonical,,,unresolved,,partial
mirror:events/show/984694623,2001_montreal_summer_challenge,2001,1st Montreal Summer Freestyle Challenge,218,",",,,Merzouk,Montreal,Qc,,"T-1. Yacine ""The Fiend"" Merzouk, Montreal, Qc",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/984694623,2001_montreal_summer_challenge,2001,1st Montreal Summer Freestyle Challenge,219,",",,,Gordon Bevier,Erie,PA,,"T-1. ""Flash"" Gordon Bevier, Erie, PA",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/984694623,2001_montreal_summer_challenge,2001,1st Montreal Summer Freestyle Challenge,220,",",,,Duchesne,Montreal,Qc,,"T-1. Sebastien ""Hurricane"" Duchesne, Montreal, Qc",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/984694623,2001_montreal_summer_challenge,2001,1st Montreal Summer Freestyle Challenge,221,",",,,Xavier Beauchamp-Tremblay,Montreal,Qc,,"4. Xavier Beauchamp-Tremblay, Montreal, Qc",,,unresolved,,,unresolved,,,unresolved,,none
