slug,canonical_name,current_add,operational_notation,entry_surface,entry_specificity,terminal_surface,terminal_kind,terminal_relation,variable_at,dex_count,family,base_trick,category,modifier_links,operator_classes,foot_tracking_straightforward,ambiguity_note
inspinning_flail,inspinning flail,4,TOE > (front) SPIN [BOD] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,1,flail,flail,compound,inspinning,body,yes,
inspinning_guay,inspinning guay,3,CLIP > (front) SPIN [BOD] > SAME IN [DEX] > SAME INSIDE [DEL],CLIP,CLIP,INSIDE,DELAY,PRESERVE,,1,inside_stall,guay,compound,inspinning,body,yes,
inspinning_illusion,inspinning illusion,3,TOE > (front) SPIN [BOD] > OP OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,1,illusion,illusion,compound,inspinning,body,yes,
inspinning_legover,inspinning legover,3,TOE > (front) SPIN [BOD] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,1,legover,legover,compound,inspinning,body,yes,
inspinning_mirage,inspinning mirage,3,TOE > (front) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,1,mirage,mirage,compound,inspinning,body,yes,
inspinning_osis,inspinning osis,4,TOE > (front) SPIN [BOD] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,0,osis,osis,compound,inspinning,body,yes,
inspinning_paradox_illusion,inspinning paradox illusion,4,CLIP > (front) SPIN [BOD] > SAME OUT [PDX] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,illusion,paradox_illusion,compound,inspinning|paradox,body,yes,
inspinning_paradox_mirage,inspinning paradox mirage,4,CLIP > (front) SPIN [BOD] > SAME IN [PDX] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,mirage,paradox_mirage,compound,inspinning|paradox,body,yes,
inspinning_reverse_guay,inspinning reverse guay,2,SET > SAME IN [DEX] > OP INSIDE [DEL],SET,SET,INSIDE,DELAY,SWITCH,,1,inside_stall,guay,compound,inspinning,body,yes,
inspinning_same_side_illusion,inspinning same side illusion,3,TOE > (front) SPIN [BOD] > SAME OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,1,illusion,inspinning_illusion,compound,,,yes,
inspinning_same_side_mirage,inspinning same side mirage,3,TOE > (front) SPIN [BOD] > SAME IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,1,mirage,inspinning_mirage,compound,,,yes,
inspinning_symposium_mirage,inspinning symposium mirage,4,TOE > (front) SPIN [BOD] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,1,mirage,symposium_mirage,compound,inspinning|symposium,body,yes,
inspinning_toe_stall,inspinning toe stall,2,TOE > (front) SPIN [BOD] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,0,toe_stall,toe_stall,compound,,,yes,
irish_cream,irish cream,6,TOE > OP OUT [DEX] >> (back) SPIN [BOD] >> SAME IN [DEX] > (front) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,torque,mobius,compound,tapping,body,yes,
irish_spring,irish spring,5,TOE > OP OUT [DEX] >> (back) SPIN [BOD] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,drifter,drifter,compound,tapping|gyro,body,yes,
jani_walker,jani walker,5,CLIP > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,3,jani_walker,,compound,,,yes,
juno_reactor,juno reactor,6,TOE > SAME IN [DEX] > OP OUT [DEX] >> OP FRONT WHIRL [DEX] [XDEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,whirl,reactor,compound,,,yes,
knee_clipper,knee clipper,2,SET > SAME/OP KNEE CLIP [BOD] [XBD],SET,SET,,,UNRESOLVED,,0,knee_clipper,knee_clipper,compound,,,no,no [DEL]/[KICK] terminal
knee_stall,knee stall,1,SET > SAME KNEE [DEL],SET,SET,KNEE,DELAY,PRESERVE,,0,knee_stall,knee_stall,surface,,,yes,
leg_over_flapper_stall,Leg Over Flapper Stall,4,TOE > OP OUT [DEX] > OP SOLE [XBD] [UNS] [DEL],TOE,TOE,SOLE,DELAY,PRESERVE,,1,leg_over_flapper_stall,,compound,,,yes,
legeater,legeater,3,TOE > OP IN [DEX] >> OP IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,pickup,pickup,compound,quantum,set,yes,
legover,legover,2,SET > OP OUT [DEX] > SAME TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,1,legover,legover,dex,,,yes,
legover_kick,legover kick,1,SET > OP OUT [DEX] [KICK],SET,SET,OUT,KICK,SWITCH,,1,legover,legover,dex,,,yes,
leviathon,leviathon,6,CLIP > OP IN [DEX] > DUCK [BOD] >> SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],CLIP,CLIP,CLIP,DELAY,PRESERVE,,3,barfly,barfly,compound,stepping|ducking,body|set,yes,
liquifier,liquifier,6,SET > (back) SPIN [BOD] > OP OUT [DEX] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,2,blender,blender,compound,splicing,set,yes,
locomotion,locomotion,6,CLIP > OP IN [DEX] >> OP OUT [DEX] > SAME OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,3,motion,motion,compound,stepping,set,yes,
lotus,lotus,5,CLIP >> (back) SPIN [BOD] >> OP IN [DEX] [PDX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,clipper_stall,drifter,compound,,,yes,
maelstrom,maelstrom,6,CLIP >> (back) SPIN [BOD] > DUCK [BOD] >> OP FRONT WHIRL [DEX] [PDX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,1,whirl,paradox_whirl,compound,,,yes,
magellan,magellan,3,TOE > SAME IN [DEX] >> SAME OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,legover,legover,compound,pixie,set,yes,
mantis,mantis,4,CLIP >> (back) SPIN [BOD] >> SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,legover,eggbeater,compound,gyro,body,yes,
margaritaville,margaritaville,7,CLIP > (back) SPIN [BOD] > OP IN [DEX] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,blender,blender,compound,spinning|stepping|paradox,body|set,yes,
matador,matador,5,CLIP > SAME OUT [DEX] [PDX] >> OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,butterfly,butterfly,compound,nuclear,set,yes,
merkon,merkon,3,CLIP >> (back) SPIN [BOD] >> OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,legover,legover,compound,spinning,body,yes,
mind_bender,mind bender,6,CLIP >> DUCK [BOD] >> SAME FRONT WHIRL [DEX] [PDX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,1,blender,blender,compound,ducking|paradox,body,yes,
mirage,mirage,2,SET > OP IN [DEX] > OP TOE [DEL],SET,SET,TOE,DELAY,PRESERVE,,1,mirage,mirage,dex,,,yes,
miraging_dragon,miraging dragon,3,SET > OP IN [DEX] > DRAGON [UNS] [DEL],SET,SET,DRAGON,DELAY,SIDE_NOT_APPLICABLE,,1,mirage,mirage,compound,,,no,dragon delay is a midline surface
miraging_dyno,miraging dyno,5,SET > OP IN [DEX] > OP OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,2,dyno,dyno,compound,,,yes,
miraging_eclipse,miraging eclipse,4,SET > OP IN [DEX] > JUMP [BOD] > OP INSIDE [DEL] > OP TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,1,eclipse,eclipse,compound,,,yes,
miraging_flail,miraging flail,4,SET > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,2,flail,flail,compound,,,yes,
miraging_kick,miraging kick,1,SET > OP IN [DEX] [KICK],SET,SET,IN,KICK,SWITCH,,1,miraging_kick,miraging_kick,dex,,,yes,
miraging_pickup,miraging pickup,3,SET > OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL],SET,SET,TOE,DELAY,PRESERVE,,2,pickup,pickup,compound,,,yes,
miraging_symposium_butterfly,miraging symposium butterfly,5,SET > OP IN [DEX] > (no plant while) SAME/OP OUT [BOD] [DEX] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,VARIABLE,mid-chain,2,butterfly,symposium_butterfly,compound,,,no,
miraging_symposium_double_over_down,miraging symposium double over down,6,SET > OP IN [DEX] > (no plant while) SAME OUT [BOD] [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,3,double_over_down,blackula,compound,symposium,body,yes,
miraging_symposium_eggbeater,miraging symposium eggbeater,5,SET > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,3,eggbeater,symposium_eggbeater,compound,symposium,body,yes,
miraging_symposium_illusion,miraging symposium illusion,4,SET > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,2,illusion,illusion,compound,symposium,body,yes,
miraging_symposium_mirage,miraging symposium mirage,4,SET > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,2,mirage,symposium_mirage,compound,symposium,body,yes,
miraging_symposium_paradon,miraging symposium paradon,6,TOE > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,3,paradon,paradon,compound,symposium,body,yes,
miraging_symposium_whirl,miraging symposium whirl,5,SET > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,SWITCH,,2,whirl,symposium_whirl,compound,,,yes,
mobius,mobius,5,CLIP >> (back) SPIN [BOD] >> SAME IN [DEX] > (front) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,torque,torque,compound,gyro,body,yes,
moby_dick,moby dick,6,CLIP >> (back) SPIN [BOD] >> SAME IN [DEX] > OP BACK WHIRL [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,torque,mobius,compound,,,yes,
mofly,mofly,6,SET > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,3,paradon,paradon,compound,symposium,body,yes,
montage,montage,7,CLIP >> (back) SPIN [BOD] > DUCK [BOD] >> (no plant while) OP FRONT WHIRL [DEX] [PDX] [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,1,whirl,whirl,compound,spinning|ducking|paradox|symposium,body,yes,
morpheus,morpheus,6,CLIP >> (back) SPIN [BOD] > DUCK [BOD] >> OP IN [DEX] [PDX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,drifter,paradox_drifter,compound,,,yes,
motion,motion,5,TOE >> SAME OUT [DEX] >> SAME OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,motion,motion,,,,yes,
motion_sickness,motion sickness,6,CLIP >> (back) SPIN [BOD] >> OP OUT [DEX] > SAME OUT [DEX] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,motion,motion,compound,spinning,body,yes,
mullet,mullet,6,CLIP >> DUCK [BOD] >> (no plant while) SAME FRONT WHIRL [DEX] [PDX] [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,whirl,whirl,compound,ducking|paradox|symposium,body,yes,
nebula,nebula,5,SET > OP IN [DEX] > OP OUT [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,4,double_leg_over,double_leg_over,compound,,,yes,
neck_stall,neck stall,1,SET > SAME NECK [DEL],SET,SET,NECK,DELAY,PRESERVE,,0,neck_stall,neck_stall,surface,,,yes,
nemesis,nemesis,6,CLIP > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,4,barfly,barfly,compound,furious,set,yes,
nova,nova,4,TOE >> (no plant while) OP IN [DEX] [BOD] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,legover,double_leg_over,compound,symposium,body,yes,
nuclear_butterfly,Nuclear Butterfly,5,CLIP > SAME OUT [PDX] [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,butterfly,butterfly,compound,nuclear,set,yes,
nuclear_double_leg_over,nuclear double leg over,5,CLIP > SAME OUT [PDX] [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,3,legover,double_leg_over,compound,nuclear,set,yes,
nuclear_drifter,nuclear drifter,5,CLIP > SAME OUT [PDX] [DEX] > OP IN [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,clipper_stall,drifter,compound,nuclear,set,yes,
nuclear_dyno,nuclear dyno,6,CLIP > SAME OUT [PDX] [DEX] > OP OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,dyno,dyno,compound,nuclear,set,yes,
nuclear_guay,nuclear guay,4,CLIP > SAME OUT [PDX] [DEX] > OP IN [DEX] > SAME INSIDE [DEL],CLIP,CLIP,INSIDE,DELAY,SWITCH,,2,inside_stall,guay,compound,nuclear,set,yes,
nuclear_guay_same_side,nuclear guay same side,4,CLIP > SAME OUT [PDX] [DEX] > SAME IN [DEX] > SAME INSIDE [DEL],CLIP,CLIP,INSIDE,DELAY,PRESERVE,,2,inside_stall,nuclear_guay,compound,,,yes,
nuclear_illusion,nuclear illusion,4,CLIP > SAME OUT [PDX] [DEX] > OP OUT [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,illusion,illusion,compound,nuclear,set,yes,
nuclear_illusion_same_side,nuclear illusion same side,4,CLIP > SAME OUT [PDX] [DEX] > SAME OUT [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,illusion,nuclear_illusion,compound,,,yes,
nuclear_legover,nuclear legover,4,CLIP > SAME OUT [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,legover,legover,compound,nuclear,set,yes,
nuclear_legover_same_side,nuclear legover same side,4,CLIP > SAME OUT [PDX] [DEX] > SAME OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,legover,nuclear_legover,compound,,,yes,
nuclear_mirage_same_side,nuclear mirage same side,4,CLIP > SAME OUT [DEX] [PDX] >> SAME IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,mirage,sumo,compound,,,yes,
nuclear_pickup,nuclear pickup,4,CLIP > SAME OUT [PDX] [DEX] > OP IN [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,pickup,pickup,compound,nuclear,set,yes,
nuclear_pickup_same_side,nuclear pickup same side,4,CLIP > SAME OUT [PDX] [DEX] > SAME IN [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,pickup,nuclear_pickup,compound,,,yes,
nuclear_rev_guay,nuclear rev guay,4,CLIP > SAME OUT [PDX] [DEX] > SAME IN [DEX] > OP INSIDE [DEL],CLIP,CLIP,INSIDE,DELAY,SWITCH,,2,inside_stall,guay,compound,nuclear,set,yes,
nuclear_rev_whirl,nuclear rev whirl,5,CLIP > SAME OUT [PDX] [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,rev_whirl,rev_whirl,compound,nuclear,set,yes,
nuclear_reverse_whirl_same_side,nuclear reverse whirl same side,5,CLIP > SAME OUT [PDX] [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,rev_whirl,nuclear_rev_whirl,compound,,,yes,
nuclear_torque,nuclear torque,6,CLIP > SAME OUT [PDX] [DEX] > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,osis,torque,compound,nuclear,set,yes,
nuclear_whirl,nuclear whirl,5,CLIP > SAME OUT [PDX] [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,whirl,whirl,compound,nuclear,set,yes,
oh_wheely,oh wheely,6,CLIP > SAME OUT [PDX] [DEX] > (no plant while) OP IN [DEX] [BOD] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,3,legover,nova,compound,,,yes,
orbit,orbit,2,TOE > SAME OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,1,orbit,,dex,,,yes,
orbit_kick,orbit kick,1,TOE > SAME OUT [DEX] [KICK],TOE,TOE,OUT,KICK,PRESERVE,,1,orbit,orbit,dex,,,yes,
osis,osis,3,SET > (back or front) SPIN [BOD] > SAME/OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,VARIABLE,terminal,0,osis,osis,compound,,,no,
outside_around_the_world,outside around the world,2,OUTSIDE > SAME OUT [DEX] > SAME OUTSIDE [DEL],OUTSIDE,OTHER_SURFACE,OUTSIDE,DELAY,PRESERVE,,1,outside_around_the_world,,dex,,,yes,
outside_stall,outside stall,1,SET > SAME OUTSIDE [DEL],SET,SET,OUTSIDE,DELAY,PRESERVE,,0,outside_stall,outside_stall,surface,,,yes,
overlord,overlord,7,TOE > SAME IN [DEX] >> (back) SPIN [BOD] >> SAME FRONT WHIRL [DEX] [PDX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,blender,spinning_paradox_blender,compound,,,yes,
pandemonium,pandemonium,5,TOE > SAME IN [DEX] >> (no plant while) OP OUT [DEX] [BOD] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,symposium_eggbeater,compound,,,yes,
paradon,paradon,4,TOE > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,paradon,,compound,,,yes,
paradon_swirl,paradon swirl,5,TOE > OP OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,swirl,swirl,compound,,,yes,
paradox_barrage,paradox barrage,4,CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,barrage,barrage,compound,paradox,body,yes,
paradox_blender,paradox blender,5,SET > SAME IN [PDX] [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,1,blender,blender,compound,paradox,body,yes,
paradox_blizzard,paradox blizzard,4,CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,blizzard,blizzard,compound,paradox,body,yes,
paradox_blur,paradox blur,5,CLIP > OP IN [DEX] [PDX] >> OP IN [DEX] [PDX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,mirage,blur,compound,paradox,body,yes,
paradox_da_da_curve,paradox da da curve,5,CLIP > SAME IN [PDX] [DEX] > (no plant while) OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,dada_curve,dada_curve,compound,paradox,body,yes,
paradox_double_leg_over,paradox double leg over,4,CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,double_leg_over,double_leg_over,compound,paradox,body,yes,
paradox_drifter,paradox drifter,4,CLIP > OP IN [PDX] [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,drifter,drifter,compound,paradox,body,yes,
paradox_eggbeater,paradox eggbeater,4,TOE >> SAME OUT [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,eggbeater,eggbeater,compound,paradox,body,yes,
paradox_flail,paradox flail,4,CLIP > (no plant while) SAME OUT [PDX] [BOD] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,flail,flail,compound,paradox,body,yes,
paradox_flurry,paradox flurry,5,CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] >> OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,flurry,flurry,compound,paradox,body,yes,
paradox_high_plains_drifter,paradox high plains drifter,5,CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,high_plains_drifter,high_plains_drifter,compound,paradox,body,yes,
paradox_illusion,paradox illusion,3,CLIP > SAME OUT [PDX] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,illusion,illusion,compound,paradox,body,yes,
paradox_mirage,paradox mirage,3,CLIP > OP IN [PDX] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,1,mirage,mirage,compound,paradox,body,yes,
paradox_ripwalk,paradox ripwalk,5,CLIP > SAME IN [PDX] [DEX] (plant) > OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,butterfly,ripwalk,compound,paradox,body,yes,
paradox_symposium_eggbeater,paradox symposium eggbeater,5,CLIP (plant) > (no plant while) SAME OUT [PDX] [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,eggbeater,symposium_eggbeater,compound,paradox|symposium,body,yes,
paradox_symposium_illusion,paradox symposium illusion,4,CLIP (plant) > (no plant while) SAME OUT [PDX] [BOD] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,illusion,flail,compound,paradox,body,yes,
paradox_symposium_mirage,paradox symposium mirage,4,CLIP (plant) > (no plant while) SAME IN [PDX] [BOD] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,mirage,symposium_mirage,compound,paradox|symposium,body,yes,
paradox_symposium_torque,paradox symposium torque,6,CLIP (plant) > (no plant while) OP IN [PDX] [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,1,torque,symposium_torque,compound,paradox|symposium,body,yes,
paradox_symposium_whirl,paradox symposium whirl,5,CLIP (plant) > (no plant while) SAME IN [BOD] [PDX] [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,whirl,symposium_whirl,compound,paradox|symposium,body,yes,
paradox_symposium_whirling_rake,paradox symposium whirling rake,5,SET > OP FRONT WHIRL [DEX] > SAME SYMP [DEX] > SWING [DEX] [PDX] > SAME TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,3,rake,rake,compound,paradox|symposium|whirling,body,yes,
paradox_torque,paradox torque,5,SET > OP IN [PDX] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,1,torque,torque,compound,paradox,body,yes,
paradox_whirl,paradox whirl,4,CLIP > SAME IN [PDX] [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,whirl,whirl,compound,paradox,body,yes,
paradox_whirling_rake,paradox whirling rake,4,SET > OP FRONT WHIRL [DEX] > SWING [DEX] [PDX] > SAME TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,2,rake,whirling_rake,compound,paradox|whirling,body,yes,
paradox_whirling_swirl,paradox whirling swirl,5,CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,whirling_swirl,whirling_swirl,compound,paradox,body,yes,
parallax,parallax,3,CLIP >> (back) SPIN [BOD] >> SAME OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,1,legover,legover,compound,,,yes,
paratoxic,paratoxic,6,CLIP > SAME IN [PDX] [DEX] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,whirl,whirl,compound,paradox|symposium,body,yes,
parkwalk,parkwalk,4,TOE > SAME IN [DEX] >> SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,butterfly,butterfly,compound,,,yes,
paste,paste,3,TOE > SAME IN [DEX] >> OP IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,pickup,pickup,compound,pixie,set,yes,
paste_same_side,paste same side,3,TOE > SAME IN [DEX] >> SAME IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,pickup,paste,compound,,,yes,
peak_delay,peak delay,1,SET > SAME PEAK [DEL],SET,SET,PEAK,DELAY,PRESERVE,,0,peak_delay,peak_delay,surface,,,yes,
pendulum,pendulum,2,TOE SWING (SET) > (contact),TOE SWING,TOE,,,UNRESOLVED,,0,pendulum,,,,,no,no [DEL]/[KICK] terminal
phoenix,phoenix,5,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,butterfly,butterfly,compound,pixie|ducking,body|set,yes,
pickup,pickup,2,SET > OP IN [DEX] > SAME TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,1,pickup,pickup,dex,,,yes,
pigbeater,pigbeater,4,TOE > SAME IN [DEX] >> OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,eggbeater,compound,pixie,set,yes,
