"name","slug","source_corpus","provenance","cleaned_for_parse","base_trick","modifier_stack","decomposition","provisional_add","job_status","parser_confidence","doctrine_confidence","structurally_readable","mechanically_derivable","doctrine_stable","observationally_extrapolated","culturally_canonical","unresolved_tokens","missing_modifier_weights","failure_class","source_adds"
"Pixie ss Grifter","pixie-ss-grifter","stanford","stanford","pixie grifter","","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","grifter","","ambiguous-terminal-mechanic",""
"Pixie ss Guay","pixie-ss-guay","stanford","stanford","pixie guay","guay","pixie","pixie(+1) + guay(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Illusion","pixie-ss-illusion","stanford","stanford","pixie illusion","illusion","pixie","pixie(+1) + illusion(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Legover (Magellan)","pixie-ss-legover-magellan","stanford","stanford","pixie legover","pixie-legover","","pixie-legover(3) [self-atom] = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Osis (Maverick)","pixie-ss-osis-maverick","stanford","stanford","pixie osis","pixie-osis","","pixie-osis(4) [self-atom] = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Reverse Guay","pixie-ss-reverse-guay","stanford","stanford","pixie reverse guay","guay","pixie","pixie(+1) + guay(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Reverse Swirl","pixie-ss-reverse-swirl","stanford","stanford","pixie reverse swirl","swirl","pixie","pixie(+1) + swirl(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Reverse Whirl","pixie-ss-reverse-whirl","stanford","stanford","pixie reverse whirl","whirl","pixie","pixie(+1) + whirl(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Swirl","pixie-ss-swirl","stanford","stanford","pixie swirl","pixie-swirl","","pixie-swirl(4) [self-atom] = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Symposium Eggbeater","pixie-ss-symposium-eggbeater","stanford","stanford","pixie symposium eggbeater","pixie-symposium-eggbeater","","pixie-symposium-eggbeater(5) [self-atom] = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Symposium Mirage","pixie-ss-symposium-mirage","stanford","stanford","pixie symposium mirage","pixie-symposium-mirage","","pixie-symposium-mirage(4) [self-atom] = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Symposium Reverse Whirl","pixie-ss-symposium-reverse-whirl","stanford","stanford","pixie symposium reverse whirl","whirl","pixie|symposium","pixie(+1) + symposium(+1) + whirl(3) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Symposium Reverse Whirling XBD Rake","pixie-ss-symposium-reverse-whirling-xbd-rake","stanford","stanford","pixie symposium reverse whirling xbd rake","rake","pixie|whirling|symposium","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","xbd","","unknown-modifier-token",""
"Pixie ss Torque","pixie-ss-torque","stanford","stanford","pixie torque","pixie-torque","","pixie-torque(5) [self-atom] = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss Whirl","pixie-ss-whirl","stanford","stanford","pixie whirl","pixie-whirl","","pixie-whirl(4) [self-atom] = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie ss XBD Rake","pixie-ss-xbd-rake","stanford","stanford","pixie xbd rake","rake","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","xbd","","unknown-modifier-token",""
"Pixie Symposium Reverse Whirl","pixie-symposium-reverse-whirl","stanford","stanford","pixie symposium reverse whirl","whirl","pixie|symposium","pixie(+1) + symposium(+1) + whirl(3) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie Symposium Whirling Swirl (Croissant)","pixie-symposium-whirling-swirl-croissant","stanford","stanford","pixie symposium whirling swirl","swirl","pixie|whirling|symposium","pixie(+1) + whirling(+1) + symposium(+1) + swirl(3) = 6","6","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Pixie Weaving Butterfly","pixie-weaving-butterfly","stanford","stanford","pixie weaving butterfly","butterfly","pixie|weaving","pixie(+1) + weaving(+1) + butterfly(3) = 5","5","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pixie Weaving Mirage","pixie-weaving-mirage","stanford","stanford","pixie weaving mirage","mirage","pixie|weaving","pixie(+1) + weaving(+1) + mirage(2) = 4","4","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pixie Weaving Osis","pixie-weaving-osis","stanford","stanford","pixie weaving osis","osis","pixie|weaving","pixie(+1) + weaving(+1) + osis(3) = 5","5","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pixie Weaving Symposium Mirage","pixie-weaving-symposium-mirage","stanford","stanford","pixie weaving symposium mirage","mirage","pixie|weaving|symposium","pixie(+1) + weaving(+1) + symposium(+1) + mirage(2) = 5","5","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pixie Weaving Whirl","pixie-weaving-whirl","stanford","stanford","pixie weaving whirl","whirl","pixie|weaving","pixie(+1) + weaving(+1) + whirl(3) = 5","5","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pixie Wonton Butterfly (Wookie)","pixie-wonton-butterfly-wookie","stanford","stanford","pixie wonton butterfly","butterfly","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","wonton","","unknown-modifier-token",""
"Pixie XBD Rake (Swerve)","pixie-xbd-rake-swerve","stanford","stanford","pixie xbd rake","rake","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","xbd","","unknown-modifier-token",""
"Pixie Zulu Butterfly","pixie-zulu-butterfly","stanford","stanford","pixie zulu butterfly","butterfly","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","zulu","","unknown-modifier-token",""
"Pixie Zulu Mirage","pixie-zulu-mirage","stanford","stanford","pixie zulu mirage","mirage","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","zulu","","unknown-modifier-token",""
"Pixie Zulu Osis","pixie-zulu-osis","stanford","stanford","pixie zulu osis","osis","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","zulu","","unknown-modifier-token",""
"Pixie Zulu Symposium Mirage","pixie-zulu-symposium-mirage","stanford","stanford","pixie zulu symposium mirage","mirage","pixie|symposium","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","zulu","","unknown-modifier-token",""
"Pixie Zulu Whirl","pixie-zulu-whirl","stanford","stanford","pixie zulu whirl","whirl","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","zulu","","unknown-modifier-token",""
"Pogo Barrage","pogo-barrage","stanford","stanford","pogo barrage","barrage","pogo","pogo(+0) + barrage(3) = 3","3","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo Blender","pogo-blender","stanford","stanford","pogo blender","blender","pogo","pogo(+0) + blender(4) = 4","4","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo Clipper","pogo-clipper","stanford","stanford","pogo clipper","","pogo","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","","","ambiguous-terminal-mechanic",""
"Pogo Da Da Curve","pogo-da-da-curve","stanford","stanford","pogo da da curve","","pogo","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","da|da|curve","","ambiguous-terminal-mechanic",""
"Pogo DLO","pogo-dlo","stanford","stanford","pogo double leg over","","pogo","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","double|leg|over","","ambiguous-terminal-mechanic",""
"Pogo Drifter","pogo-drifter","stanford","stanford","pogo drifter","drifter","pogo","pogo(+0) + drifter(3) = 3","3","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo Eggbeater","pogo-eggbeater","stanford","stanford","pogo eggbeater","eggbeater","pogo","pogo(+0) + eggbeater(3) = 3","3","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo Illusion","pogo-illusion","stanford","stanford","pogo illusion","illusion","pogo","pogo(+0) + illusion(2) = 2","2","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo Legover","pogo-legover","stanford","stanford","pogo legover","legover","pogo","pogo(+0) + legover(2) = 2","2","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo Mirage","pogo-mirage","stanford","stanford","pogo mirage","mirage","pogo","pogo(+0) + mirage(2) = 2","2","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo Motion","pogo-motion","stanford","stanford","pogo motion","","pogo","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","motion","","ambiguous-terminal-mechanic",""
"Pogo ss Clipper","pogo-ss-clipper","stanford","stanford","pogo clipper","","pogo","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","","","ambiguous-terminal-mechanic",""
"Pogo ss Flail","pogo-ss-flail","stanford","stanford","pogo flail","flail","pogo","pogo(+0) + flail(3) = 3","3","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo ss Illusion","pogo-ss-illusion","stanford","stanford","pogo illusion","illusion","pogo","pogo(+0) + illusion(2) = 2","2","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo ss Legover","pogo-ss-legover","stanford","stanford","pogo legover","legover","pogo","pogo(+0) + legover(2) = 2","2","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo ss Mirage","pogo-ss-mirage","stanford","stanford","pogo mirage","mirage","pogo","pogo(+0) + mirage(2) = 2","2","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo ss Pickup","pogo-ss-pickup","stanford","stanford","pogo pickup","pickup","pogo","pogo(+0) + pickup(2) = 2","2","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo ss Symposium Mirage","pogo-ss-symposium-mirage","stanford","stanford","pogo symposium mirage","mirage","pogo|symposium","pogo(+0) + symposium(+1) + mirage(2) = 3","3","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo Torque","pogo-torque","stanford","stanford","pogo torque","torque","pogo","pogo(+0) + torque(4) = 4","4","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo Whirl","pogo-whirl","stanford","stanford","pogo whirl","whirl","pogo","pogo(+0) + whirl(3) = 3","3","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Pogo Whirling Swirl","pogo-whirling-swirl","stanford","stanford","pogo whirling swirl","swirl","pogo|whirling","pogo(+0) + whirling(+1) + swirl(3) = 4","4","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Quantum Butterfly Swirl (Triptide)","quantum-butterfly-swirl-triptide","stanford","stanford","quantum butterfly swirl","butterfly|swirl","quantum","quantum(+1) + butterfly(3) = 4","4","deferred:chassis-substitution-required","low","policy-dependent","False","False","False","true","false","","","ambiguous-terminal-mechanic",""
"Quantum DLO (Toe Fog)","quantum-dlo-toe-fog","stanford","stanford","quantum double leg over","","quantum","","","deferred:chassis-substitution-required","low","policy-dependent","False","False","False","true","false","double|leg|over","","ambiguous-terminal-mechanic",""
"Quantum DOD (Plasma)","quantum-dod-plasma","stanford","stanford","quantum double over down","quantum-double-over-down","","quantum-double-over-down(5) [self-atom] = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Quantum Flail (Backside Toe Blizzard)","quantum-flail-backside-toe-blizzard","stanford","stanford","quantum flail","flail","quantum","quantum(+1) + flail(3) = 4","4","deferred:chassis-substitution-required","medium","policy-dependent","True","False","False","true","false","","","parser-ambiguity",""
"Quantum Guay","quantum-guay","stanford","stanford","quantum guay","guay","quantum","quantum(+1) + guay(2) = 3","3","deferred:chassis-substitution-required","medium","policy-dependent","True","False","False","true","false","","","parser-ambiguity",""
"Quantum Reverse Guay","quantum-reverse-guay","stanford","stanford","quantum reverse guay","guay","quantum","quantum(+1) + guay(2) = 3","3","deferred:chassis-substitution-required","medium","policy-dependent","True","False","False","true","false","","","parser-ambiguity",""
"Quasi Butterfly (Paradox Ripwalk)","quasi-butterfly-paradox-ripwalk","stanford","stanford","quasi butterfly","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","quasi","","unknown-modifier-token",""
"Quasi Illusion (Paradox Blizzard)","quasi-illusion-paradox-blizzard","stanford","stanford","quasi illusion","illusion","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","quasi","","unknown-modifier-token",""
"Quasi Mirage (Paradox Blur)","quasi-mirage-paradox-blur","stanford","stanford","quasi mirage","mirage","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","quasi","","unknown-modifier-token",""
"Quasi Symposium Whirl (Paratoxic)","quasi-symposium-whirl-paratoxic","stanford","stanford","quasi symposium whirl","whirl","symposium","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","quasi","","unknown-modifier-token",""
"Quasi Whirl","quasi-whirl","stanford","stanford","quasi whirl","whirl","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","quasi","","unknown-modifier-token",""
"Reverse Guay (Legover Inside Delay)","reverse-guay-legover-inside-delay","stanford","stanford","reverse guay","guay","","guay(2) = 2","2","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Reverse Swirling Blender","reverse-swirling-blender","stanford","stanford","reverse swirling blender","blender","swirling","swirling(+1) + blender(4) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Reverse Swirling Dragon (Snapdragon)","reverse-swirling-dragon-snapdragon","stanford","stanford","reverse swirling dragon","","swirling","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","dragon","","ambiguous-terminal-mechanic",""
"Reverse Swirling Osis (Twirl)","reverse-swirling-osis-twirl","stanford","stanford","reverse swirling osis","osis","swirling","swirling(+1) + osis(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Reverse Swirling Paradox Torque","reverse-swirling-paradox-torque","stanford","stanford","reverse swirling paradox torque","torque","swirling|paradox","swirling(+1) + paradox(+1) + torque(4) = 6","6","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Reverse Swirling PS Whirl","reverse-swirling-ps-whirl","stanford","stanford","reverse swirling paradox symposium whirl","whirl","swirling|paradox|symposium","swirling(+1) + paradox(+1) + symposium(+1) + whirl(3) = 6","6","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Reverse Swirling Symposium Mirage","reverse-swirling-symposium-mirage","stanford","stanford","reverse swirling symposium mirage","mirage","swirling|symposium","swirling(+1) + symposium(+1) + mirage(2) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Reverse Walkover","reverse-walkover","stanford","stanford","reverse walkover","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","walkover","","folk-name-opacity",""
"Reverse Whirling Osis (Dyno)","reverse-whirling-osis-dyno","stanford","stanford","reverse whirling osis","osis","whirling","whirling(+1) + osis(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Reverse Whirling Twirl","reverse-whirling-twirl","stanford","stanford","reverse whirling twirl","twirl","whirling","whirling(+1) + twirl(4) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Sailing Butterfly (Dasein)","sailing-butterfly-dasein","stanford","stanford","sailing butterfly","sailing|butterfly","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing Clipper","sailing-clipper","stanford","stanford","sailing clipper","sailing","","sailing(2) = 2","2","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Sailing DLO","sailing-dlo","stanford","stanford","sailing double leg over","sailing","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double|leg|over","","unknown-modifier-token",""
"Sailing DOD","sailing-dod","stanford","stanford","sailing double over down","sailing","","","","deferred:chassis-substitution-required","low","policy-dependent","False","False","False","true","false","double|over|down","","unknown-modifier-token",""
"Sailing Eggbeater","sailing-eggbeater","stanford","stanford","sailing eggbeater","sailing|eggbeater","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing Legover","sailing-legover","stanford","stanford","sailing legover","sailing|legover","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing Mirage (Dominatrix)","sailing-mirage-dominatrix","stanford","stanford","sailing mirage","sailing|mirage","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing Pickup","sailing-pickup","stanford","stanford","sailing pickup","sailing|pickup","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing ss Butterfly (Sail Down)","sailing-ss-butterfly-sail-down","stanford","stanford","sailing butterfly","sailing|butterfly","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing ss DLO (Fracture)","sailing-ss-dlo-fracture","stanford","stanford","sailing double leg over","sailing","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double|leg|over","","unknown-modifier-token",""
"Sailing ss Illusion","sailing-ss-illusion","stanford","stanford","sailing illusion","sailing|illusion","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing ss Legover","sailing-ss-legover","stanford","stanford","sailing legover","sailing|legover","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing ss Mirage","sailing-ss-mirage","stanford","stanford","sailing mirage","sailing|mirage","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing ss Pickup","sailing-ss-pickup","stanford","stanford","sailing pickup","sailing|pickup","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing Symposium Mirage","sailing-symposium-mirage","stanford","stanford","sailing symposium mirage","sailing|mirage","symposium","symposium(+1) + sailing(2) = 3","3","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Sailing Whirl (Juno Reactor)","sailing-whirl-juno-reactor","stanford","stanford","sailing whirl","sailing|whirl","","sailing(2) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Scattered Whirl","scattered-whirl","stanford","stanford","scattered whirl","whirl","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","scattered","","unknown-modifier-token",""
"Shooting Barfly (Porn Star)","shooting-barfly-porn-star","stanford","stanford","shooting barfly","barfly","shooting","shooting(+3) + barfly(4) = 7","7","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Shooting Clipper","shooting-clipper","stanford","stanford","shooting clipper","","shooting","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","","","ambiguous-terminal-mechanic",""
"Shooting Da Da Curve","shooting-da-da-curve","stanford","stanford","shooting da da curve","","shooting","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","da|da|curve","","ambiguous-terminal-mechanic",""
"Shooting DDD (Shooting Star)","shooting-ddd-shooting-star","stanford","stanford","shooting ddd","","shooting","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","ddd","","ambiguous-terminal-mechanic",""
"Shooting DLO","shooting-dlo","stanford","stanford","shooting double leg over","","shooting","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","double|leg|over","","ambiguous-terminal-mechanic",""
"Shooting Ducking Butterfly","shooting-ducking-butterfly","stanford","stanford","shooting ducking butterfly","butterfly","shooting|ducking","shooting(+3) + ducking(+1) + butterfly(3) = 7","7","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Shooting Eggbeater (Red Wetter)","shooting-eggbeater-red-wetter","stanford","stanford","shooting eggbeater","eggbeater","shooting","shooting(+3) + eggbeater(3) = 6","6","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Shooting Gyro Mirage (Cyclone)","shooting-gyro-mirage-cyclone","stanford","stanford","shooting gyro mirage","mirage","shooting|gyro","shooting(+3) + gyro(+1) + mirage(2) = 6","6","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Shooting ss Clipper","shooting-ss-clipper","stanford","stanford","shooting clipper","","shooting","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","","","ambiguous-terminal-mechanic",""
"Shooting ss Illusion","shooting-ss-illusion","stanford","stanford","shooting illusion","illusion","shooting","shooting(+3) + illusion(2) = 5","5","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Shooting ss Legover","shooting-ss-legover","stanford","stanford","shooting legover","legover","shooting","shooting(+3) + legover(2) = 5","5","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Shooting ss Mirage","shooting-ss-mirage","stanford","stanford","shooting mirage","mirage","shooting","shooting(+3) + mirage(2) = 5","5","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Shooting ss Pickup","shooting-ss-pickup","stanford","stanford","shooting pickup","pickup","shooting","shooting(+3) + pickup(2) = 5","5","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Slapping Butterfly (Slap Down)","slapping-butterfly-slap-down","stanford","stanford","slapping butterfly","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slapping","","unknown-modifier-token",""
"Slapping Clipper","slapping-clipper","stanford","stanford","slapping clipper","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","slapping","","folk-name-opacity",""
"Slapping Diving Butterfly (Alpine Slap Down)","slapping-diving-butterfly-alpine-slap-down","stanford","stanford","slapping diving butterfly","butterfly","diving","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slapping","","unknown-modifier-token",""
"Slapping DLO","slapping-dlo","stanford","stanford","slapping double leg over","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","slapping|double|leg|over","","folk-name-opacity",""
"Slapping Drifter","slapping-drifter","stanford","stanford","slapping drifter","drifter","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slapping","","unknown-modifier-token",""
"Slapping Guay","slapping-guay","stanford","stanford","slapping guay","guay","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slapping","","unknown-modifier-token",""
"Slapping Illusion (Slap)","slapping-illusion-slap","stanford","stanford","slapping illusion","illusion","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slapping","","unknown-modifier-token",""
"Slapping Legover (Toe Schmoe)","slapping-legover-toe-schmoe","stanford","stanford","slapping legover","legover","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slapping","","unknown-modifier-token",""
"Slapping Osis (Osmosis)","slapping-osis-osmosis","stanford","stanford","slapping osis","osis","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slapping","","unknown-modifier-token",""
"Slapping Pickup","slapping-pickup","stanford","stanford","slapping pickup","pickup","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slapping","","unknown-modifier-token",""
"Slapping Reverse Guay","slapping-reverse-guay","stanford","stanford","slapping reverse guay","guay","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slapping","","unknown-modifier-token",""
"Slapping Reverse Whirl","slapping-reverse-whirl","stanford","stanford","slapping reverse whirl","whirl","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slapping","","unknown-modifier-token",""
"Slapping Weaving Butterfly (Quantanamera)","slapping-weaving-butterfly-quantanamera","stanford","stanford","slapping weaving butterfly","butterfly","weaving","","","deferred:chassis-substitution-required","low","blocked","False","False","False","true","false","slapping","","unknown-modifier-token",""
"Slaying Butterfly","slaying-butterfly","stanford","stanford","slaying butterfly","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slaying","","unknown-modifier-token",""
"Slaying Illusion","slaying-illusion","stanford","stanford","slaying illusion","illusion","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slaying","","unknown-modifier-token",""
"Slaying Mirage","slaying-mirage","stanford","stanford","slaying mirage","mirage","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slaying","","unknown-modifier-token",""
"Slaying ss Flail","slaying-ss-flail","stanford","stanford","slaying flail","flail","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slaying","","unknown-modifier-token",""
"Slaying ss Symposium Mirage","slaying-ss-symposium-mirage","stanford","stanford","slaying symposium mirage","mirage","symposium","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","slaying","","unknown-modifier-token",""
"Slicing Infinity (Lawn Moir)","slicing-infinity-lawn-moir","stanford","stanford","slicing infinity","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","slicing|infinity","","folk-name-opacity",""
"Smiling Butterfly (Smiley)","smiling-butterfly-smiley","stanford","stanford","smiling butterfly","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","smiling","","unknown-modifier-token",""
"Snapping Butterfly","snapping-butterfly","stanford","stanford","snapping butterfly","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","snapping","","unknown-modifier-token",""
"Snapping Symposium Mirage","snapping-symposium-mirage","stanford","stanford","snapping symposium mirage","mirage","symposium","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","snapping","","unknown-modifier-token",""
"Sonic Illusion","sonic-illusion","stanford","stanford","sonic illusion","illusion","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","sonic","","unknown-modifier-token",""
"Sonic Legover","sonic-legover","stanford","stanford","sonic legover","legover","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","sonic","","unknown-modifier-token",""
"Sonic Mirage","sonic-mirage","stanford","stanford","sonic mirage","mirage","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","sonic","","unknown-modifier-token",""
"Sonic Pickup","sonic-pickup","stanford","stanford","sonic pickup","pickup","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","sonic","","unknown-modifier-token",""
"Sonic Torque","sonic-torque","stanford","stanford","sonic torque","torque","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","sonic","","unknown-modifier-token",""
"Spinning DLO","spinning-dlo","stanford","stanford","spinning double leg over","spinning-double-leg-over","","spinning-double-leg-over(4) [self-atom] = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Double Down (Scorpion\u2019s Tail)","spinning-double-down-scorpion-u2019s-tail","stanford","stanford","spinning double down","","spinning","","","deferred:chassis-substitution-required","low","policy-dependent","False","False","False","true","false","double|down","","ambiguous-terminal-mechanic",""
"Spinning Double Down Swirl (Scorpion\u2019s Tail Swirl)","spinning-double-down-swirl-scorpion-u2019s-tail-swirl","stanford","stanford","spinning double down swirl","swirl","spinning","","","deferred:chassis-substitution-required","low","policy-dependent","False","False","False","true","false","double|down","","unknown-modifier-token",""
