external_source,external_name,external_formula_or_description,external_add_if_known,ifpa_status,ifpa_slug_if_matched,ifpa_name_if_matched,ifpa_formula_if_matched,agreement_status,reason_not_covered,recommended_action,red_question_id_if_applicable,notes
footbagmoves,Double Dyno,Blender (ss) (rev) (double),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Double Fairy,Illusion (ss) (double),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Double Orbit,ATW (out) (double),2,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
footbagmoves,Double Spinning Butterfly,Double Spinning Butterfly (op),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Double Spinning Clipper,Double Spinning Clipper (op),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Double Spinning Clipper,Double Spinning Clipper (op),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Double Spinning Osis,Double Spinning Osis (op),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Double Whip,Whirl (rev) (ss) (double),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Ducking Pdx Torque,Torque (ducking) (op),6,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Enterrage,Terraging Legover (op),4,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Fairy DLO (ss),Fairy DLO (ss),4,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Fairy Legover (ss),Fairy Legover (ss),3,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Fairy Pickup (ss),Fairy Pickup (ss),3,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Fracture,Sailing DLO (ss),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Frantic Legover,Pixie Quantum Legover (op),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Genesis,Barraging Whirl (op),6,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Grifter,Grifter (ss),3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Grifter,Grifter (ss),3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Gyro Symp Swirl,Spinning Swirl (ss) (symp),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Gyro Toe,Gyro Toe (op),2,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Gyro Whirling Swirl,Spinning Whirling Swirl (ss),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Hatchet,Diving Whirl (ss),4,covered_exact,hatchet,hatchet,,name_agrees_formula_differs,,no_action,,
footbagmoves,Infinity,Butterfly (op),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Infinity Swirl,Butterfly Swirl (op),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Inspinning Clipper,Inspinning Clipper (op),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Inspinning Osis,Inspinning Osis (op),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Janiwalker,Barraging Butterfly (op),5,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Janiwalker,Barraging Butterfly (op),5,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Locomotion,Stepping Motion (far),6,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Locomotion,Stepping Motion (far),6,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Matador,Nuclear Butterfly (op),5,covered_exact,matador,matador,nuclear butterfly | paradox atomic butterfly,name_and_formula_agree,,no_action,,
footbagmoves,Merlin,Miraging Symp Mirage (op),4,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Montage,Spinning Whirl (op) (symp) (ducking),7,covered_exact,montage,montage,spinning ducking paradox symposium whirl,name_agrees_formula_differs,,no_action,,
footbagmoves,Motion,Motion (op),5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Motion,Motion (op),5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Motion,Motion (op),5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Mullet,Whirl (op) (ducking) (symp),6,covered_exact,mullet,mullet,,name_agrees_formula_differs,,no_action,,
footbagmoves,Mullet,Whirl (op) (ducking) (symp),6,covered_exact,mullet,mullet,,name_agrees_formula_differs,,no_action,,
footbagmoves,PLO,Pixie Legover (op),3,covered_formula_equivalent,magellan,magellan,pixie legover,name_diff_formula_agrees,,no_action,,
footbagmoves,Paste,Pixie Pickup (op),3,covered_exact,paste,paste,,name_agrees_formula_differs,,no_action,,
footbagmoves,Paste,Pixie Pickup (op),3,covered_exact,paste,paste,,name_agrees_formula_differs,,no_action,,
footbagmoves,Paste (ss),Pixie Pickup (ss),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Pigbeater,Pixie Eggbeater,4,covered_exact,pigbeater,pigbeater,pixie eggbeater,name_and_formula_agree,,no_action,,
footbagmoves,Pigbeater (ss),Pixie Eggbeater (ss),4,covered_formula_equivalent,pigbeater,pigbeater,pixie eggbeater,name_diff_formula_agrees,,no_action,,
footbagmoves,Pixie DSO,Pixie DSO (op),4,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
footbagmoves,Pixie DSO (ss),Pixie DSO (ss),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Pixie Double Pickup (ss),Pixie Double Pickup (ss),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Ripped Warrior,Stepping Butterfly (ducking) (op),5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Scorpion's Tail,Spinning Double Down (op),5,missing_insufficient_evidence,,,,ifpa_missing,folk-derived; no mechanical decomposition,leave_or_pill,,
footbagmoves,Solestice,Osis Flapper,4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Spanishfly,Ducking Double Down (op),5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Spender,Spinning Blender (op),6,covered_exact,spender,spender,spinning paradox blender,name_agrees_formula_differs,,no_action,,
footbagmoves,Spender,Spinning Blender (op),6,covered_exact,spender,spender,spinning paradox blender,name_agrees_formula_differs,,no_action,,
footbagmoves,Spinning Ducking Butterfly,Spinning Butterfly (op) (ducking),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Spinning Ducking Osis,Spinning Osis (ducking) (op),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Spinning Symp Swirl,Spinning Swirl (op) (symp),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Stepping Clipper,Stepping Clipper (ss),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Stepping Ducking Osis,Stepping Osis (op) (ducking),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Swifter,Stepping Swirl (op),4,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Swifter,Stepping Swirl (op),4,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Symp Eggbeater,Eggbeater (op) (symp),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Symp Eggbeater,Eggbeater (op) (symp),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Symp Swirl (op),Swirl (symp) (op),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Symp Whirling Swirl,Whirling Swirl (ss) (symp),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Tap,Atomic Mirage (ss),3,covered_exact,tap,tap,atomic near mirage,name_and_formula_agree,,no_action,,
footbagmoves,Tapping Legover,Atomic Legover (ss),3,covered_formula_equivalent,eggbeater,eggbeater,atomic legover,name_diff_formula_agrees,,no_action,,
footbagmoves,Tapping Pickup,Atomic Pickup (ss),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Toe Blur,Quantum Mirage (op),4,covered_alias,quantum,quantum,,add_differs,,no_action,,
footbagmoves,Toe Ducking Legover,Toe Ducking Legover (op),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Toe Gyro Mirage,Toe Spinning Mirage (ss),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Toe Spinning Toe,Toe Spinning Toe (op),2,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Triple Orbit,ATW (out) (triple),4,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
footbagmoves,Void,Spinning Drifter (op),5,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
footbagmoves,Void,Spinning Drifter (op),5,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
footbagmoves,Weaving Magellan,Pixie Legover (ducking) (ss),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Weaving Pigbeater,Pixie Eggbeater (ducking) (ss),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Whirlygig,Stepping Whirl (op) (symp),6,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Whirr,Whirl (ss) (double),4,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Whirr,Whirl (ss) (double),4,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Zulu Clipper,Diving Clipper (op),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Zulu Clipper,Diving Clipper (op),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
passback,Anonymous,Spinning far Miraging Symp. Miraging Refraction,3,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Archnemesis,Barraging near Double Down,4,missing_insufficient_evidence,,,,ifpa_missing,folk-derived; no mechanical decomposition,leave_or_pill,,
passback,Armaggedon,Miraging Symp. Eggbeater,3,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Assassin,Pixie Ducking far Mirage,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Atom Bomb,"Flailing far Symp. Mirage, Full Symp. Atomsmasher",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Atomsmasher,Atomic far Mirage,2,covered_alias,atom-smasher,atom smasher,atomic mirage,add_differs,,no_action,,
passback,ATW,toe>ss leggy in dex>ss toe,1,covered_alias,around-the-world,Around the World,,add_differs,,no_action,,
passback,Badger,Symp. Butterfly Swirl,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Barfly,Clipper far Double Down,2,covered_exact,barfly,barfly,,add_differs,,no_action,,
passback,Barfry,Nuclear near Butterfly,2,covered_formula_equivalent,matador,matador,nuclear butterfly | paradox atomic butterfly,add_differs,,no_action,,
passback,Barrage,double-dex Mirage,2,covered_exact,barrage,barrage,,add_differs,,no_action,,
passback,Barroque,"double-dex Torque, (downtime) Barraging far Osis",2,covered_alias,barraging-osis,barraging osis,,add_differs,,no_action,,
passback,Bedwetter,Stepping far Eggbeater,3,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Big Apple,"Spinning near Symp. Torque, Symp. Mobius",1,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Big Applesauce,Spinning far Miraging Symp. Torque,2,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Big Orange,"Spinning near Symp. Flux, Rev. Big Apple",1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Blackula,"Toe near Symp. Double Down, Symp DOD",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Bladerunner,Atomic far Eggbeater,3,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Blaze,Whirling far Mirage,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Blender,(downtime) Whirling Osis,1,covered_exact,blender,blender,whirling osis,add_differs,,no_action,,
passback,Bling Blang,(uptime) Whirling near Whip,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Blink,(downtime) Twisting near Toe,1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Blizzard,Stepping far Illusion,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Blur,Stepping far Mirage,2,covered_exact,blur,blur,,add_differs,,no_action,,
passback,Blurrage,Stepping far Barrage,3,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Blurrier,Stepping near Double Down,3,missing_insufficient_evidence,,,,ifpa_missing,folk-derived; no mechanical decomposition,leave_or_pill,,
passback,Blurriest,Stepping far Double Down,3,covered_exact,blurriest,blurriest,,add_differs,,no_action,,
passback,Blurtigo,Stepping Ducking far Drifter,2,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Bullwhip,Spinning near Double Down,2,covered_exact,bullwhip,bullwhip,,add_differs,,no_action,,
passback,Butterfly,(downtime) hippy out dex>ss clipper,1,covered_exact,butterfly,butterfly,,add_differs,,no_action,,
passback,Cardinal Swirl,triple-dex Swirl,3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Catacomb,Pixie near Drifter,2,covered_formula_equivalent,smoke,smoke,pixie drifter,add_differs,,no_action,,
passback,Chainsaw Massacre,"(downtime) Illusioning Symp. Illusioning Legover, (downtime) Illusioning Symp. Eggbeater",3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Cheese Processor,Surging Ducking far Blender,2,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Clipper,xbd inside stall,0,covered_exact,clipper,Clipper Kick,,add_differs,,no_action,,
passback,Cloud,"Calf Stall w/ leg in ""Whirl"" position",,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Clownface,Barraging far Eggbeater,4,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
passback,Cold Fusion,"Nuclear far Double Down, Pdx. Fusion",3,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Colossus,Spinning Diving near Symp. Whirl,1,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Creature,(downtime) Miraging Symp. Illusion,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Dada Curve,(downtime) Miraging far Symp. Butterfly,2,covered_exact,dada-curve,dada curve,miraging far symposium butterfly,add_differs,,no_action,,
passback,Darkwalk,Pixie Diving near Butterfly,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,DATW/Double ATW,double-dex ATW,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,DDD/Down Double Down,Clipper near Double Down,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Delusion,double-dex Illusion,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Dimmier,Pixie near Double Down,3,missing_insufficient_evidence,,,,ifpa_missing,folk-derived; no mechanical decomposition,leave_or_pill,,
passback,Dimmiest,Pixie far Double Down,3,missing_insufficient_evidence,,,,ifpa_missing,folk-derived; no mechanical decomposition,leave_or_pill,,
passback,Dimwalk,Pixie far Butterfly,2,covered_exact,dimwalk,dimwalk,pixie butterfly,add_differs,,no_action,,
passback,"DLO (""dee-ell-oh"")",(downtime) Miraging far Legover,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,DOD/Double Over Down,Toe near Double Down,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Dolomite,Toe far Symp. Double Down,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Double Down,double-dex Butterfly,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Dragon,Xbd Outside Stall,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Drifter,(downtime) Miraging far Clipper,1,covered_exact,drifter,drifter,miraging clipper,add_differs,,no_action,,
passback,DSO,double-dex Legover,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Dyno,(downtime) Whipping Osis,1,covered_exact,dyno,dyno,,add_differs,,no_action,,
passback,E-Walk,Frantic op Butterfly,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Eggbeater,(downtime) Illusioning Legover,2,covered_exact,eggbeater,eggbeater,atomic legover,add_differs,,no_action,,
passback,Ego,Atomic far Blender,2,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Enterrage,"Terraging Legover, (midtime) Toe near Flurry",3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Fairy (archaic),Midtime Toe near Illusion,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Fairy Beater,Fairy far Butterfly,2,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
passback,Fear,Fairy far Mirage,2,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
passback,Fission,Barraging far Illusion,3,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
passback,Flail,Symp. Illusion,1,covered_exact,flail,flail,symposium illusion,add_differs,,no_action,,
passback,Flapper,Xbd Sole Stall,,covered_alias,cross-body-sole-stall,cross-body sole stall,,name_diff_formula_agrees,,no_action,,
passback,Flare,Symp. Whirling far Mirage,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Flurricane,Gyro Flurry,3,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Flurry,(midtime) Barraging far Legover,3,covered_exact,flurry,flurry,barraging legover,add_differs,,no_action,,
passback,Flux,(downtime) Illusioning far Osis,1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Fog,Stepping far DLO,3,covered_exact,fog,fog,,add_differs,,no_action,,
passback,Food Processor,Stepping far Blender,2,covered_exact,food-processor,food processor,blurry blender | stepping paradox blender,add_differs,,no_action,,
passback,Frankenstein,"Fairy near Swirling near Swirl, Phasing near Swirl, Fairy Ripstein",3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Fudge,Fairy far Illusion,2,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
passback,Fury,Barraging far Mirage,3,covered_exact,fury,fury,,add_differs,,no_action,,
passback,Fusion,Atomic far Double Down,3,covered_exact,fusion,fusion,atomic double over down,add_differs,,no_action,,
passback,Gangsta Party,Spinning Ducking far Blender,1,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Gary Coleman,"BS Reactor, Atomic far Symp. Whirl",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Gauntlet,Stepping Ducking Torque,2,covered_exact,gauntlet,gauntlet,blurry ducking torque | stepping ducking paradox torque,add_differs,,no_action,,
passback,"GDLO (""gee-dee-ell-oh"")",Gyro DLO,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Genesis,Barraging far Whirl,3,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
passback,Ghost,Whirling Rake,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Golden Shower,Stepping Ducking far Symp. Eggbeater,3,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Goliath,"Pixie Ducking far DLO, Alpine Smog",3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Gravedigger,Stepping near Torque,2,covered_formula_equivalent,grave-digger,grave digger,stepping ss torque,add_differs,,no_action,,
passback,Green Eggs and Ham,Stepping Ducking far Swivel,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Grifter,(downtime) Illusioning far Clipper,1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Guay,Pickup,,covered_exact,guay,guay,,name_agrees_formula_differs,,no_action,,
passback,GYBAS/Grab Your Balls and Squeeze,Stepping far Dyno,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Hatchet,Clipper Diving near Whirl,1,covered_exact,hatchet,hatchet,,add_differs,,no_action,,
passback,Heart,Frantic far Double Down Swirl,5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,High Plains Drifter,double-dex Drifter/(midtime) Barraging far Clipper,2,covered_exact,high-plains-drifter,high-plains-drifter,,add_differs,,no_action,,
passback,Icarus,Atomic Ducking far Torque,2,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Id,"Atomic Ducking far Double Down, Alpine Fusion",,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Illusion,(downtime) leggy out dex>op toe,1,covered_exact,illusion,illusion,,add_differs,,no_action,,
passback,Irish Cream,"Atomic Gyro Torque, Tapping Mobius",2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Jackknife,"Stepping Diving ss Butterfly, Alpine Sidewalk",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,"Janiwalker (""johnny walker"")",Barraging far Butterfly,3,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
passback,Johnny Vodka,Pixie Mobius,,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Kilo,Miraging Kilo,3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,King Koopa,"Spinning Ducking far Symp.Torque, Alpine Super Mario",1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Kiwi,Tapping Double Down,,missing_insufficient_evidence,,,,ifpa_missing,folk-derived; no mechanical decomposition,leave_or_pill,,
passback,Lawn Moir,Slicing far Butterfly,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Legbeater,Atomic far Butterfly,2,covered_alias,atomic-butterfly,atomic butterfly,atomic butterfly,add_differs,,no_action,,
passback,Legbreaker,"Flailing far Butterfly, Symp. Atomic far Butterfly",2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Legeater,(downtime) Miraging Pickup,2,covered_exact,legeater,legeater,,add_differs,,no_action,,
passback,Legover,(downtime) leggy out dex>ss toe,1,covered_exact,legover,legover,,add_differs,,no_action,,
