canonical_slug,source_slug,source_name,source_system,source_subsystem,source_record_id,publication_status,official_add,fm_formula_raw,fm_job_raw,fm_add_claim,fm_technical_name,fm_aliases_raw,fm_source_file,fborg_formula_raw,fborg_job_raw,fborg_add_claim,fborg_description_raw,fborg_source_file,passback_reading_raw,passback_add_claim,passback_uptime,passback_downtime,passback_dex_count,passback_alternate_names,stanford_symbolic,stanford_components,notation_primary,notation_primary_system,operational_notation,operational_notation_convention,add_formula_primary,add_formula_convention,source_add_claim,source_add_system,add_gap,parser_status,promotion_readiness,blocker_notes,curator_notes
ducking-ps-whirl,ducking-ps-whirl,Ducking PS Whirl,stanford_corpus,stanford-2.txt,sf__0851__ducking-ps-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X^+!1-X,"[""clipper-set"", ""duck"", ""same-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",X^+!1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
mullet,mullet,Mullet,stanford_corpus,stanford-2.txt,sf__0852__mullet,stanford_shorthand_authored,6,,,,,,,,,,,,,,,,,,X^+!1-X,"[""clipper-set"", ""duck"", ""same-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",X^+!1-X,stanford_shorthand,,,,,6,stanford_bucket_header,0,parser-clean,,,alias_of=ducking-ps-whirl
fairy-ducking-blender,fairy-ducking-blender,Fairy Ducking Blender,stanford_corpus,stanford-2.txt,sf__0853__fairy-ducking-blender,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+0^-1\+X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""duck"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",Z+0^-1\+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
fender-bender,fender-bender,Fender Bender,stanford_corpus,stanford-2.txt,sf__0854__fender-bender,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+0^-1\+X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""duck"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",Z+0^-1\+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=fairy-ducking-blender
fairy-ducking-torque,fairy-ducking-torque,Fairy Ducking Torque,stanford_corpus,stanford-2.txt,sf__0855__fairy-ducking-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+0^-1/-X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""duck"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",Z+0^-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
forque-lift,forque-lift,Forque Lift,stanford_corpus,stanford-2.txt,sf__0856__forque-lift,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+0^-1/-X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""duck"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",Z+0^-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=fairy-ducking-torque
fairy-gyro-torque,fairy-gyro-torque,Fairy Gyro Torque,stanford_corpus,stanford-2.txt,sf__0857__fairy-gyro-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+0.\-1/-X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""peak"", ""backward-spin"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",Z+0.\-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
phobia,phobia,Phobia,stanford_corpus,stanford-2.txt,sf__0858__phobia,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+0.\-1/-X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""peak"", ""backward-spin"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",Z+0.\-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=fairy-gyro-torque
fairy-spinning-blender,fairy-spinning-blender,Fairy Spinning Blender,stanford_corpus,stanford-2.txt,sf__0859__fairy-spinning-blender,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+0.\+1\+X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""peak"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",Z+0.\+1\+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
fairy-spinning-double-down,fairy-spinning-double-down,Fairy Spinning Double Down,stanford_corpus,stanford-2.txt,sf__0860__fairy-spinning-double-down,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+0.\+0+0-X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""peak"", ""backward-spin"", ""same-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z+0.\+0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
fairy-tail,fairy-tail,Fairy Tail,stanford_corpus,stanford-2.txt,sf__0861__fairy-tail,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+0.\+0+0-X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""peak"", ""backward-spin"", ""same-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z+0.\+0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=fairy-spinning-double-down
fairy-spinning-ducking-osis,fairy-spinning-ducking-osis,Fairy Spinning Ducking Osis,stanford_corpus,stanford-2.txt,sf__0862__fairy-spinning-ducking-osis,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+0\^\+X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""backward-spin"", ""duck"", ""backward-spin"", ""same-side"", ""clipper-set""]",Z+0\^\+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
flailing-dod,flailing-dod,Flailing DOD,stanford_corpus,stanford-2.txt,sf__0863__flailing-dod,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0-0+0-X,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z-!0-0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
frontside-fusion,frontside-fusion,Frontside Fusion,stanford_corpus,stanford-2.txt,sf__0864__frontside-fusion,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0-0+0-X,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z-!0-0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=flailing-dod
flailing-ducking-butterfly,flailing-ducking-butterfly,Flailing Ducking Butterfly,stanford_corpus,stanford-2.txt,sf__0865__flailing-ducking-butterfly,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0^-0-X,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""duck"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z-!0^-0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
alpine-legbreaker,alpine-legbreaker,Alpine Legbreaker,stanford_corpus,stanford-2.txt,sf__0866__alpine-legbreaker,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0^-0-X,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""duck"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z-!0^-0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=flailing-ducking-butterfly
flailing-ss-nova,flailing-ss-nova,Flailing ss Nova,stanford_corpus,stanford-2.txt,sf__0867__flailing-ss-nova,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0.+!1-0+Z,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""same-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",Z-!0.+!1-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
bill-ted-u2019s-bogus-journey,bill-ted-u2019s-bogus-journey,Bill &Ted\u2019s Bogus Journey,stanford_corpus,stanford-2.txt,sf__0868__bill-ted-u2019s-bogus-journey,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0.+!1-0+Z,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""same-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",Z-!0.+!1-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=flailing-ss-nova
flailing-ss-symposium-eggbeater,flailing-ss-symposium-eggbeater,Flailing ss Symposium Eggbeater,stanford_corpus,stanford-2.txt,sf__0869__flailing-ss-symposium-eggbeater,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0.+!0-0+Z,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""same-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",Z-!0.+!0-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
bill-ted-u2019s-excellent-adventure,bill-ted-u2019s-excellent-adventure,Bill &Ted\u2019s Excellent Adventure,stanford_corpus,stanford-2.txt,sf__0870__bill-ted-u2019s-excellent-adventure,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0.+!0-0+Z,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""same-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",Z-!0.+!0-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=flailing-ss-symposium-eggbeater
flailing-symposium-mirage,flailing-symposium-mirage,Flailing Symposium Mirage,stanford_corpus,stanford-2.txt,sf__0871__flailing-symposium-mirage,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0.-!0-Z,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",Z-!0.-!0-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
atom-bomb,atom-bomb,Atom Bomb,stanford_corpus,stanford-2.txt,sf__0872__atom-bomb,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0.-!0-Z,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",Z-!0.-!0-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=flailing-symposium-mirage
flailing-ss-symposium-reverse-whirl,flailing-ss-symposium-reverse-whirl,Flailing ss Symposium Reverse Whirl,stanford_corpus,stanford-2.txt,sf__0873__flailing-ss-symposium-reverse-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0.+!0-X,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""same-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z-!0.+!0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
gromitron,gromitron,Gromitron,stanford_corpus,stanford-2.txt,sf__0874__gromitron,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0.+!0-X,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""same-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z-!0.+!0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=flailing-ss-symposium-reverse-whirl
flailing-ss-symposium-whirl,flailing-ss-symposium-whirl,Flailing ss Symposium Whirl,stanford_corpus,stanford-2.txt,sf__0875__flailing-ss-symposium-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-!0.+!1-X,"[""toe-set"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""same-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",Z-!0.+!1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
frantic-flail,frantic-flail,Frantic Flail,stanford_corpus,stanford-2.txt,sf__0876__frantic-flail,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-1.-!0-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",Z+1-1.-!0-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
furious-barfly,furious-barfly,Furious Barfly,stanford_corpus,stanford-2.txt,sf__0877__furious-barfly,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1+1.-0+0-X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X-1+1.-0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
nemesis,nemesis,Nemesis,stanford_corpus,stanford-2.txt,sf__0878__nemesis,stanford_shorthand_authored,6,,,,,,,,,,,,,,,,,,X-1+1.-0+0-X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X-1+1.-0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,0,parser-clean,,,alias_of=furious-barfly
furious-dlo,furious-dlo,Furious DLO,stanford_corpus,stanford-2.txt,sf__0879__furious-dlo,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1+1.-1-0+Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",X-1+1.-1-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
nebula,nebula,Nebula,stanford_corpus,stanford-2.txt,sf__0880__nebula,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1+1.-1-0+Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",X-1+1.-1-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=furious-dlo
furious-drifter,furious-drifter,Furious Drifter,stanford_corpus,stanford-2.txt,sf__0881__furious-drifter,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1+1.-1+X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""clipper-set""]",X-1+1.-1+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
furious-eggbeater,furious-eggbeater,Furious Eggbeater,stanford_corpus,stanford-2.txt,sf__0882__furious-eggbeater,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1+1.-0-0+Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",X-1+1.-0-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
clown-face,clown-face,Clown Face,stanford_corpus,stanford-2.txt,sf__0883__clown-face,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1+1.-0-0+Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",X-1+1.-0-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=furious-eggbeater
furious-symposium-mirage,furious-symposium-mirage,Furious Symposium Mirage,stanford_corpus,stanford-2.txt,sf__0884__furious-symposium-mirage,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1+1.-!1-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",X-1+1.-!1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
rage,rage,Rage,stanford_corpus,stanford-2.txt,sf__0885__rage,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1+1.-!1-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",X-1+1.-!1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=furious-symposium-mirage
furious-whirl,furious-whirl,Furious Whirl,stanford_corpus,stanford-2.txt,sf__0886__furious-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1+1.-1-X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",X-1+1.-1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
genesis,genesis,Genesis,stanford_corpus,stanford-2.txt,sf__0887__genesis,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1+1.-1-X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",X-1+1.-1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=furious-whirl
gyro-baroque,gyro-baroque,Gyro Baroque,stanford_corpus,stanford-2.txt,sf__0888__gyro-baroque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X\+1+1./-X,"[""clipper-set"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""same-side"", ""in-out-dex"", ""peak"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",X\+1+1./-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
gyro-diving-symposium-whirl,gyro-diving-symposium-whirl,Gyro Diving Symposium Whirl,stanford_corpus,stanford-2.txt,sf__0889__gyro-diving-symposium-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X\&+!1-X,"[""clipper-set"", ""backward-spin"", ""dive"", ""same-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",X\&+!1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
colossus,colossus,Colossus,stanford_corpus,stanford-2.txt,sf__0890__colossus,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X\&+!1-X,"[""clipper-set"", ""backward-spin"", ""dive"", ""same-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",X\&+!1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=gyro-diving-symposium-whirl
gyro-shaft,gyro-shaft,Gyro Shaft,stanford_corpus,stanford-2.txt,sf__0891__gyro-shaft,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.\+!0+0-X,"[""clipper-set"", ""peak"", ""backward-spin"", ""same-side"", ""symposium"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X.\+!0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
symposium-bullwhip,symposium-bullwhip,Symposium Bullwhip,stanford_corpus,stanford-2.txt,sf__0892__symposium-bullwhip,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.\+!0+0-X,"[""clipper-set"", ""peak"", ""backward-spin"", ""same-side"", ""symposium"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X.\+!0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=gyro-shaft
gyro-symposium-torque,gyro-symposium-torque,Gyro Symposium Torque,stanford_corpus,stanford-2.txt,sf__0893__gyro-symposium-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.\+!1/-X,"[""clipper-set"", ""peak"", ""backward-spin"", ""same-side"", ""symposium"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",X.\+!1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
big-apple,big-apple,Big Apple,stanford_corpus,stanford-2.txt,sf__0894__big-apple,stanford_shorthand_authored,6,,,,,,,,,,,,,,,,,,X.\+!1/-X,"[""clipper-set"", ""peak"", ""backward-spin"", ""same-side"", ""symposium"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",X.\+!1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,0,parser-clean,,,alias_of=gyro-symposium-torque
gyro-torque-screw,gyro-torque-screw,Gyro Torque Screw,stanford_corpus,stanford-2.txt,sf__0895__gyro-torque-screw,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.\+1-0\+X,"[""clipper-set"", ""peak"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",X.\+1-0\+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
moby-dick,moby-dick,Moby Dick,stanford_corpus,stanford-2.txt,sf__0896__moby-dick,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.\+1-0\+X,"[""clipper-set"", ""peak"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",X.\+1-0\+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=gyro-torque-screw
leaning-torque,leaning-torque,Leaning Torque,stanford_corpus,stanford-2.txt,sf__0897__leaning-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1./+1/-X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""peak"", ""forward-spin"", ""same-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",X-1./+1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
timberwulff,timberwulff,Timberwulff,stanford_corpus,stanford-2.txt,sf__0898__timberwulff,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1./+1/-X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""peak"", ""forward-spin"", ""same-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",X-1./+1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=leaning-torque
miraging-symposium-double-down,miraging-symposium-double-down,Miraging Symposium Double Down,stanford_corpus,stanford-2.txt,sf__0899__miraging-symposium-double-down,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1-!0+0-X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X-1-!0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
mo-fly,mo-fly,Mo-Fly,stanford_corpus,stanford-2.txt,sf__0900__mo-fly,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1-!0+0-X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X-1-!0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=miraging-symposium-double-down
nuclear-ddd,nuclear-ddd,Nuclear DDD,stanford_corpus,stanford-2.txt,sf__0901__nuclear-ddd,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+0.-0+0-X,"[""clipper-set"", ""same-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X+0.-0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
cold-fusion,cold-fusion,Cold Fusion,stanford_corpus,stanford-2.txt,sf__0902__cold-fusion,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+0.-0+0-X,"[""clipper-set"", ""same-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X+0.-0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=nuclear-ddd
geesha,geesha,Geesha,stanford_corpus,stanford-2.txt,sf__0903__geesha,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+0.-0+0-X,"[""clipper-set"", ""same-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X+0.-0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=nuclear-ddd
nuclear-dlo,nuclear-dlo,Nuclear DLO,stanford_corpus,stanford-2.txt,sf__0904__nuclear-dlo,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+0.-1-0+Z,"[""clipper-set"", ""same-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",X+0.-1-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
terminator,terminator,Terminator,stanford_corpus,stanford-2.txt,sf__0905__terminator,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+0.-1-0+Z,"[""clipper-set"", ""same-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",X+0.-1-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=nuclear-dlo
nuclear-drifter,nuclear-drifter,Nuclear Drifter,stanford_corpus,stanford-2.txt,sf__0906__nuclear-drifter,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+0.-1+X,"[""clipper-set"", ""same-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""clipper-set""]",X+0.-1+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
