slug,field,old_value,new_value,source_note
spinning_legover,learning_notes,,"The spin and the legover are one motion, not two: riding the rotation all the way through before sending the leg over is what usually goes wrong; set high enough that the full turn has time to finish under the bag.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
spinning_legover,prerequisite_notes,,A reliable legover and a clean full body spin on both sides. Land each one on its own before joining the spin to the dexterity.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
spinning_mirage,execution_summary,,"From a clipper set, spin the body all the way around and, as you come out of the rotation, carry the free leg in-out over the bag and recatch on a toe delay. The full body spin folded into a plain mirage dexterity is what makes it spinning.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
spinning_mirage,learning_notes,,"Set high enough that the spin finishes before the leg comes over: the rotation and the mirage have to read as one continuous move, not a spin followed by a separate catch.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
spinning_mirage,prerequisite_notes,,A dependable mirage on both sides and a comfortable spin on its own; spinning only wraps a full body rotation around a dexterity you already own.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
spinning_toe_stall,execution_summary,,"Set the bag up with enough height to clear your body, spin all the way around, and recatch the descending bag on a toe stall as you come out of the rotation. The full body spin between the set and the toe catch is what makes this a spinning toe stall rather than a plain set-and-stall.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
spinning_toe_stall,learning_notes,,"Give the set enough height and hang time to complete the spin before the bag arrives, and pick the bag back up with your eyes the instant you come around so the toe is already reaching for it.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
spinning_toe_stall,prerequisite_notes,,A dependable toe stall and a comfortable full body spin on their own. This trick only adds the rotation between the set and the catch.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
spyro,execution_summary,,"Spin through the gyro, but instead of dexing straight out of the rotation, plant the dexing foot down first and then carry it through the dexterity. That brief plant ahead of the dex is what separates a spyro from an ordinary gyro.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
spyro,learning_notes,,"Let the foot actually set down before the dex: rushing from the spin straight into the dexterity collapses it back into a plain gyro, so give the plant its own beat.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
spyro,prerequisite_notes,,A comfortable gyro and the dexterity you are spinning into; spyro only adds the planted step before the dex to that foundation.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
stepping_osis,execution_summary,,Open with the stepping entry (carry the leading leg over the bag in-out) then spin behind your back and recatch on a cross-body clipper. The step-over is stacked ahead of the osis so the leading dexterity feeds straight into the spin.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
stepping_osis,learning_notes,,Keep the stepping leg-over feeding continuously into the osis spin; hesitating between the step and the rotation is where it usually falls apart.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
stepping_osis,prerequisite_notes,,A dependable osis and a comfortable stepping motion on its own before joining the two. Stepping only prefaces the osis with that leading dexterity.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
stepping_pickup,execution_summary,,Open with the stepping entry (carry the leading leg over the bag) then flow straight into the pickup's dexterity and recatch on a toe delay. The step-over is stacked ahead of the normal pickup so the two dexterities run back-to-back into the toe terminal.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
stepping_pickup,learning_notes,,Keep the stepping leg-over feeding continuously into the pickup dex so the whole thing reads as one motion; hesitating between the step and the pickup is where it usually falls apart.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
stepping_pickup,prerequisite_notes,,"A dependable pickup that lands cleanly on the toe delay, plus a comfortable stepping motion on its own before joining the two.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
symposium_pixie,execution_summary,,"From a toe delay, set the bag and carry the same leg in-out around it into the dexterity, catching back on the delay, but never plant the setting foot, keeping it off the ground through the whole move. Holding the support leg airborne is what turns a plain pixie into a symposium pixie.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
symposium_pixie,learning_notes,,"The whole pixie has to happen while you balance on the raised setting leg; the usual failure is touching that foot down to steady the in-out dexterity, which quietly drops the symposium. Set a touch taller so there is time to finish the dex on one leg.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
symposium_pixie,prerequisite_notes,,"A dependable pixie on both sides, plus comfort holding your balance with the setting foot off the ground. Symposium only adds the no-plant discipline to that set.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tap,execution_summary,,"From a toe delay, set the bag straight up and carry the free leg over it out-in to lightly tap the ground beside the bag, then bring the same leg back over in-out and recatch on a toe delay. The ground-touch taken mid-dexterity is what turns a plain mirage into a tap.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tap,learning_notes,,"Keep the set low and vertical so there is time to touch down and get the leg back over the bag; the tap is a brush of the ground, not a weighted plant.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tap,prerequisite_notes,,A dependable mirage on both sides. Tap only adds the ground-touch to that dexterity.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_clipper,execution_summary,,"From a toe delay, set the bag straight up and carry the free leg over it out-in to lightly tap the ground beside the bag, then swing the same leg back in-out and recatch across your body on a clipper. The ground-tap during the dexterity is what makes it a tapping clipper rather than a plain cross-body catch.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_clipper,learning_notes,,"Keep the set low and vertical so there is time to brush the ground and still bring the leg across for the clipper; the tap is a light touch, not a weighted plant.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_clipper,prerequisite_notes,,A dependable clipper and a reliable ground-tap on both sides. This only adds the touch-down to a cross-body dexterity.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_leg_over,execution_summary,,"From a legover set, carry the free leg over the bag and lightly tap the ground beside it, then bring the same leg back over and recatch on the same toe delay you would use for a plain legover. That ground-tap woven into the leg-over dexterity is what makes it a tapping legover.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_leg_over,learning_notes,,"Keep the set low and vertical so there is time to touch down and recover before the recatch; the tap is a light brush of the ground, not a weighted plant that stalls the move.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_leg_over,prerequisite_notes,,"A dependable legover on both sides, since tapping only adds the ground-touch to that same dexterity. Get comfortable with the plain leg-over recatch first.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_pickup,execution_summary,,"From the set, lead with the tapping dexterity (carry the free leg over the bag out-in and lightly brush the ground beside it) then complete the pickup's in-out dexterity and recatch on a toe delay on the same side. The leading ground-tap is what turns a plain pickup into a tapping pickup.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_pickup,learning_notes,,"Keep the tap a light brush during the leading dexterity, not a weighted plant; drop your weight onto the free foot and you lose the pickup's in-out that still has to follow.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_pickup,prerequisite_notes,,A dependable pickup on both sides and a comfortable tapping ground-touch. Tapping only adds the leading ground-brush ahead of that dexterity.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_reverse_guay,execution_summary,,"Perform a reverse guay and, during the setting motion, carry the free leg down to lightly tap the ground beside the bag before completing the set and recatching. The added ground-tap is what turns the reverse guay into a tapping variation.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_reverse_guay,learning_notes,,"Keep the tap a light brush of the ground rather than a weighted plant, so the reverse guay's timing stays intact and there is time to recover into the catch.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
tapping_reverse_guay,prerequisite_notes,,A dependable reverse guay on both sides plus a comfortable ground-tap. Tapping only layers the touch-down onto the guay you already have.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
triple_spin,execution_summary,,"Set the bag high and vertical, then turn through three complete 360 spins before it drops and recatch on the next kick. It is the single spin stacked three times onto one set, so each rotation has to be fast and tight to fit the airtime.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
triple_spin,learning_notes,,The move lives or dies on the height and verticality of the set: give yourself enough airtime for three full turns and keep each spin compact so you come back around square to the bag.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
triple_spin,prerequisite_notes,,"A reliable single and double spin plus a high, clean set. Triple spin only adds another rotation onto airtime you can already control.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
vortex,execution_summary,,"From a clipper set, let the bag pass behind your back and, without planting the setting foot, turn through a full rotation and complete a drifter. The behind-the-back spin is a gyro carried onto the drifter dexterity.",Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
vortex,learning_notes,,Keep the rotation and the drifter as one continuous move; the spin has to stay tight enough that the setting foot never comes down before you finish the catch.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
vortex,prerequisite_notes,,A reliable drifter and a comfortable gyro. Land the drifter cleanly on its own before wrapping the behind-the-back spin around it.,Phase B Technique Notes: authored from footbag.org description / settled decomposition; workflow + consistency-editor pass.
reverse-guay,operational_notation,,SET > SAME IN [DEX] > OP INSIDE [DEL],Base of the shipped reverse-guay compound family; body identical across the seven notated siblings; bracket count = ADD; parse-verified.
reverse-guay,trick_family,,inside-stall,loader-19 override: base_trick guay defaults trick_family to guay; guay is an inside-stall member.
atomic-reverse-swirl,operational_notation,,TOE > OP OUT [DEX] > OP BACK SWIRL [DEX] > OP CLIP [XBD] [DEL],Chassis: atomic prefix + rev_swirl body (OP-side swirl dex per the rev_swirl exemplar); bracket count = ADD.
atomic-reverse-swirl,trick_family,,swirl,loader-19 override: base_trick rev-swirl defaults trick_family to rev-swirl; rev_swirl is a swirl member.
irish-cream,operational_notation,,TOE > OP OUT [DEX] >> (back) SPIN [BOD] >> SAME IN [DEX] > (front) SPIN [BOD] > OP CLIP [XBD] [DEL],Chassis: tapping prefix (TOE > OP OUT [DEX] >>) + mobius body; bracket count 6 = ADD.
irish-cream,trick_family,,torque,loader-19 override: base_trick mobius defaults trick_family to mobius; mobius is a torque member.
fairy-weaving-butterfly,operational_notation,,TOE > SAME OUT [DEX] >> DUCK [BOD] >> SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL] (same foot),Mirror of fairy-ducking-butterfly plus the non-scoring (same foot) annotation; bracket-count==ADD (5).
fairy-weaving-butterfly,trick_family,,butterfly,loader-19 override: base_trick weaving-butterfly defaults trick_family to it; butterfly family member.
fairy-weaving-clipper,operational_notation,,TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP CLIP [XBD] [DEL] (same foot),Mirror of fairy-ducking-clipper plus the non-scoring (same foot) annotation; bracket-count==ADD (4).
fairy-weaving-clipper,trick_family,,clipper_stall,loader-19 override: base_trick weaving-clipper defaults trick_family to it; clipper_stall family member.
fairy-weaving-mirage,operational_notation,,TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP TOE [DEL] (same foot),Mirror of fairy-ducking-mirage plus the non-scoring (same foot) annotation; bracket-count==ADD (4).
fairy-weaving-mirage,trick_family,,mirage,loader-19 override: base_trick weaving-mirage defaults trick_family to it; mirage family member.
fairy-weaving-osis,operational_notation,,TOE > SAME OUT [DEX] >> DUCK [BOD] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL] (same foot),Mirror of fairy-ducking-osis plus the non-scoring (same foot) annotation; bracket-count==ADD (5).
fairy-weaving-osis,trick_family,,osis,loader-19 override: base_trick weaving-osis defaults trick_family to it; osis family member.
pixie-weaving-butterfly,operational_notation,,TOE > SAME IN [DEX] >> DUCK [BOD] > SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL] (same foot),Mirror of pixie-ducking-butterfly plus the non-scoring (same foot) annotation; bracket-count==ADD (5).
pixie-weaving-butterfly,trick_family,,butterfly,loader-19 override: base_trick weaving-butterfly defaults trick_family to it; butterfly family member.
pixie-weaving-mirage,operational_notation,,TOE > SAME IN [DEX] >> DUCK [BOD] > OP IN [DEX] > OP TOE [DEL] (same foot),Mirror of pixie-ducking-mirage plus the non-scoring (same foot) annotation; bracket-count==ADD (4).
pixie-weaving-mirage,trick_family,,mirage,loader-19 override: base_trick weaving-mirage defaults trick_family to it; mirage family member.
pixie-weaving-osis,operational_notation,,TOE > SAME IN [DEX] >> DUCK [BOD] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL] (same foot),Mirror of pixie-ducking-osis plus the non-scoring (same foot) annotation; bracket-count==ADD (5).
pixie-weaving-osis,trick_family,,osis,loader-19 override: base_trick weaving-osis defaults trick_family to it; osis family member.
pixie-weaving-symposium-mirage,operational_notation,,TOE > SAME IN [DEX] >> DUCK [BOD] >> (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL] (same foot),Mirror of pixie-ducking-symposium-mirage plus the non-scoring (same foot) annotation; bracket-count==ADD (5).
pixie-weaving-symposium-mirage,trick_family,,mirage,loader-19 override: base_trick symposium-mirage defaults trick_family to it; mirage family member.
pixie-weaving-whirl,operational_notation,,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP CLIP [XBD] [DEL] (same foot),Mirror of pixie-ducking-whirl plus the non-scoring (same foot) annotation; bracket-count==ADD (5).
pixie-weaving-whirl,trick_family,,whirl,loader-19 override: base_trick weaving-whirl defaults trick_family to it; whirl family member.
stepping-weaving-butterfly,operational_notation,,CLIP > OP IN [DEX] > DUCK [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL] (same foot),Mirror of stepping-ducking-butterfly plus the non-scoring (same foot) annotation; bracket-count==ADD (5).
stepping-weaving-butterfly,trick_family,,butterfly,loader-19 override: base_trick weaving-butterfly defaults trick_family to it; butterfly family member.
stepping-weaving-mirage,operational_notation,,CLIP > OP IN [DEX] > DUCK [BOD] > SAME IN [DEX] > SAME TOE [DEL] (same foot),Mirror of stepping-ducking-mirage plus the non-scoring (same foot) annotation; bracket-count==ADD (4).
stepping-weaving-mirage,trick_family,,mirage,loader-19 override: base_trick weaving-mirage defaults trick_family to it; mirage family member.
weaving-symposium-mirage,operational_notation,,TOE > DUCK [BOD] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL] (same foot),Mirror of ducking-symposium-mirage plus the non-scoring (same foot) annotation; bracket-count==ADD (4).
weaving-symposium-mirage,trick_family,,mirage,loader-19 override: base_trick symposium-mirage defaults trick_family to it; mirage family member.
weaving-reverse-guay,operational_notation,,SET > DUCK [BOD] > SAME IN [DEX] > OP INSIDE [DEL] (same foot),Mirror of ducking-reverse-guay plus the non-scoring (same foot) annotation; bracket-count==ADD (3).
weaving-reverse-guay,trick_family,,inside-stall,loader-19 override: base_trick guay defaults trick_family to guay; guay is an inside-stall member.
weaving-eclipse,operational_notation,,TOE > DUCK [BOD] JUMP [BOD] > SAME INSIDE [DEL] > SAME TOE [DEL] (same foot),Mirror of ducking-eclipse plus the non-scoring (same foot) annotation; jump-class double-delay terminal; bracket-count==ADD (4).
blurry-whirling-swirl,operational_notation,,CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],footbag.org JOB (showmove/240) copied verbatim; bracket count 6 = ADD.
blurry-whirling-swirl,trick_family,,swirl,loader-19 override: base_trick whirling-swirl defaults trick_family to it; whirling swirl is a swirl-family member.
motion,operational_notation,,TOE >> SAME OUT [DEX] >> SAME OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],FootbagMoves bare Motion notation in canonical bracket form; bracket count 5 = ADD.
locomotion,operational_notation,,CLIP > OP IN [DEX] >> OP OUT [DEX] > SAME OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],FootbagMoves notation in canonical bracket form; stepping prefix + motion body; bracket count 6 = ADD.
locomotion,trick_family,,motion,loader-19 override: base_trick motion is the family anchor for motion compounds.
motion-sickness,operational_notation,,CLIP >> (back) SPIN [BOD] >> OP OUT [DEX] > SAME OUT [DEX] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],FootbagMoves notation in canonical bracket form; spinning prefix + motion body; bracket count 6 = ADD.
motion-sickness,trick_family,,motion,loader-19 override: base_trick motion is the family anchor for motion compounds.
id,trick_family,,dod,loader-19 override: base_trick fusion defaults trick_family to fusion; fusion is a dod-family member.
cold-fusion,trick_family,,dod,loader-19 override: base_trick fusion defaults trick_family to fusion; fusion is a dod-family member.
assassin-same-side,operational_notation,,TOE > SAME IN [DEX] >> DUCK [BOD] >> SAME IN [DEX] > OP TOE [DEL],Configuration-resolver derivation for the same-side form; bracket count 4 = ADD.
assassin-same-side,trick_family,,mirage,loader-19 override: base_trick assassin defaults trick_family to assassin; assassin is a mirage-family member.
eclipse-same-side,operational_notation,,SET > JUMP [BOD] > SAME INSIDE [DEL] > OP OUT [DEX] > (land),Configuration-resolver derivation for the same-side form; bracket count 3 = ADD.
fairy-pickup-same-side,operational_notation,,TOE > SAME OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],Configuration-resolver derivation for the same-side form; bracket count 3 = ADD.
fairy-pickup-same-side,trick_family,,pickup,loader-19 override: base_trick fairy-pickup defaults trick_family to it; pickup-family member.
paste-same-side,operational_notation,,TOE > SAME IN [DEX] >> SAME IN [DEX] > SAME TOE [DEL],Configuration-resolver derivation for the same-side form; bracket count 3 = ADD.
paste-same-side,trick_family,,pickup,loader-19 override: base_trick paste defaults trick_family to paste; paste is a pickup-family member.
pixie-double-pickup-same-side,operational_notation,,TOE > SAME IN [DEX] >> SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],Configuration-resolver derivation for the same-side form; bracket count 4 = ADD.
pixie-double-pickup-same-side,trick_family,,pickup,loader-19 override: base_trick pixie-double-pickup defaults trick_family to it; pickup-family member.
smear-same-side,operational_notation,,TOE > SAME IN [DEX] >> SAME IN [DEX] > OP TOE [DEL],Configuration-resolver derivation for the same-side form; bracket count 3 = ADD.
smear-same-side,trick_family,,mirage,loader-19 override: base_trick smear defaults trick_family to smear; smear is a mirage-family member.
smudge-same-side,operational_notation,,TOE > SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],Configuration-resolver derivation for the same-side form; bracket count 3 = ADD.
smudge-same-side,trick_family,,illusion,loader-19 override: base_trick smudge defaults trick_family to smudge; smudge is an illusion-family member.
barfry,operational_notation,,CLIP > SAME OUT [PDX] [DEX] > SAME OUT [DEX] > SAME CLIP [XBD] [DEL],Near config of nuclear-butterfly: the shipped far exemplars (matador and sumo) carry OP on the base dex and catch; near flips both to SAME per the positional mapping; bracket count 5 = ADD.
barfry,trick_family,,butterfly,loader-19 override: base_trick nuclear-butterfly defaults trick_family to it; butterfly-family member.
hurl,operational_notation,,CLIP > SAME OUT [PDX] [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],Near config of nuclear-whirl per the same far-exemplar rule as barfry; bracket count 5 = ADD.
hurl,trick_family,,whirl,loader-19 override: base_trick nuclear-whirl defaults trick_family to it; whirl-family member.
blurry-torque,operational_notation,,CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],footbag.org JOB copied verbatim (Blurry Torque page asserts the same 6 ADD); bracket count 6 = ADD.
blurry-whirl,operational_notation,,CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL],footbag.org JOB copied verbatim (Blurry Whirl page asserts the same 5 ADD); bracket count 5 = ADD.
redwetter,operational_notation,,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] >> OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],Shooting prefix taken from the canonical shooting_star chassis plus the eggbeater body; shooting(3) + eggbeater(3) = 6; bracket count 6 = ADD. SAME/OP parity best-effort (curator-refinable).
warp,operational_notation,,SET > OP OUT [DEX] > (no plant while) OP IN [BOD] [DEX] > OP IN [DEX] > OP TOE [DEL],Warping set per the row's own description (two dexes with the second a symposium) plus the mirage body; warping(3) + mirage(2) = 5; bracket count 5 = ADD. SAME/OP parity best-effort (curator-refinable).
oh-wheely,operational_notation,,CLIP > SAME OUT [PDX] [DEX] > (no plant while) OP IN [DEX] [BOD] > OP OUT [DEX] > SAME TOE [DEL],Nuclear prefix from the canonical nuclear_butterfly chassis plus the nova body (its own entry dropped); nuclear(2) + nova(4) = 6; bracket count 6 = ADD.
spyro,operational_notation,,(plant) > (back) SPIN [BOD] > SAME KICK [KICK],Plant-before-dex gyro authored in the spin exemplar's shape: one scored body spin with a non-scoring kick terminal; bracket count 1 = ADD. Annotations curator-refinable.
floatation,operational_notation,,TOE > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],Floating set per its authored Set Encyclopedia definition (the Quantum Symposium Quantum stack) plus the butterfly body with parity mirrored from the canonical quantum_butterfly; floating(3) + butterfly(3) = 6; bracket count 6 = ADD.
spinning-symposium-whirl,is_active,,0,Curator ruling: duplicate of the folk-named sole-survivor (identical structure and ADD); retired with aliases and notation transferred to that row.
sole-survivor,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],Transferred from the retired duplicate spinning-symposium-whirl row per curator ruling; bracket count 5 = ADD.
gyro-diving-clipper,adds,,4,Curator ruling: the promotion-era 3 undercounted; gyro adds a scored body spin on the 3-bracket diving-clipper base and the ADD follows the brackets.
gyro-diving-clipper,operational_notation,,SET > (back) SPIN [BOD] > DIVE [BOD] > SAME CLIP [XBD] [DEL],Gyro prefix on the canonical diving-clipper chassis; bracket count 4 = ADD per the same ruling.
witchdoctor,operational_notation,,TOE > OP OUT [DEX] > (no plant while) OP IN [BOD] [DEX] [XDEX] > OP TOE [DEL],Curator ruling: witchdoctor is the far form; the mirage dex carries the X-Dex per the sumo and atom-smasher pattern; atomic(1) + symposium(1) + mirage(2) + [XDEX](1) = 5; bracket count 5 = ADD. The footbag.org near reading at 4 stays recorded as a source divergence.
big-apple-sauce,canonical_name,,spinning paradox miraging symposium torque,Curator ruling: the Big Apple Sauce folk name binds to the paradox-free 7-ADD reading (the PassBack and SG sources); this 8-ADD paradox-carrying row keeps its structure and ADD under its structural name. Slug unchanged.
cheese-processor,operational_notation,,CLIP > OP IN [DEX] > (back) SPIN [BOD] > DUCK [BOD] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],Stepping prefix on the canonical spinning-ducking-blender chassis; bracket count 7 = ADD. SAME/OP parity best-effort (curator-refinable).
irish-spring,operational_notation,,TOE > OP OUT [DEX] >> (back) SPIN [BOD] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],Tapping prefix (canonical tapping_drifter) plus the canonical gyro_drifter body; bracket count 5 = ADD.
irish-spring,trick_family,,drifter,loader-19 override: base_trick drifter anchors the drifter family (mirrors gyro_drifter and tapping_drifter).
moby-dick,operational_notation,,CLIP >> (back) SPIN [BOD] >> SAME IN [DEX] > OP BACK WHIRL [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],FootbagMoves notation in canonical bracket form; the mobius chassis with the screw back-whirl dex inserted; bracket count 6 = ADD.
moby-dick,trick_family,,torque,loader-19 override: base_trick mobius defaults trick_family to it; mobius is a torque-family member.
armageddon,operational_notation,,CLIP > SAME IN [PDX] [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],Chassis mirrors the FB.org paratoxic JOB (paradox on the miraging lead dex per the curator ruling) with the eggbeater tail; bracket count 6 = ADD. The shipped voodoo row reads its lead event as [DEX] [BOD] rather than [PDX] [DEX]; flagged as an authoring-audit candidate and not normalized here.
armageddon,trick_family,,legover,loader-19 override: base_trick eggbeater defaults trick_family to it; eggbeater is a legover-family member.
dimmiest,operational_notation,,TOE > SAME IN [DEX] >> OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],Down-grid correction: pixie entry + Paradon (other-leg) core normalized to OP OUT > OP OUT per the four-cell Down doctrine. Bracket/ADD count unchanged (5).
spanishfly,operational_notation,,CLIP > DUCK [BOD] >> SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],Ducking insert on the canonical barfly chassis (its [DEL] [XBD] terminal order preserved); bracket count 5 = ADD.
shaft,operational_notation,,CLIP >> (no plant while) OP OUT [DEX] [BOD] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],Down-grid correction: Double-Down-Down (other-leg) core normalized to OP OUT > OP OUT per the four-cell Down doctrine; resolves the prior best-effort SAME/OP parity note. Terminal preserved. Bracket/ADD count unchanged (5).
leviathon,operational_notation,,CLIP > OP IN [DEX] > DUCK [BOD] >> SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],Stepping prefix plus ducking insert on the canonical barfly chassis; bracket count 6 = ADD.
blackula,operational_notation,,TOE > (no plant while) SAME OUT [BOD] [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],Down-grid correction: symposium [BOD] entry + Double-Over-Down (setting-leg) core normalized to SAME OUT > SAME OUT per the four-cell Down doctrine. Bracket/ADD count unchanged (5).
mofly,operational_notation,,SET > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],Down-grid correction: miraging + symposium entry + Paradon (other-leg) core normalized to OP OUT > OP OUT per the four-cell Down doctrine; resolves the prior refinable cell note. Bracket/ADD count unchanged (6).
id,operational_notation,,TOE > OP OUT [DEX] > DUCK [BOD] > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],Ducking insert on the canonical fusion chassis at the atomic-ducking-mirage insertion point; bracket count 6 = ADD.
cold-fusion,operational_notation,,TOE > OP OUT [PDX] [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],Paradox on the canonical fusion chassis lead dex per the Pdx. Fusion alt reading; bracket count 6 = ADD.
archnemesis,operational_notation,,CLIP > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],Down-grid correction: Double-Down-Down (other-leg) out-pair normalized to OP OUT > OP OUT per the four-cell Down doctrine; resolves the prior best-effort SAME/OP parity note. Entry dexes and terminal preserved. Bracket/ADD count unchanged (6).
liquifier,operational_notation,,SET > (back) SPIN [BOD] > OP OUT [DEX] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],Splicing set per its registry definition (the gyro event then a reverse-direction dex) ahead of the unchanged canonical blender body; splicing(2) + blender(4) = 6; bracket count 6 = ADD. The SG source form is the ss configuration (already this row's alias); SAME/OP parity best-effort (curator-refinable).
barraging-drifter,operational_notation,,SET > OP IN [DEX] > SAME IN [DEX] > OP IN [DEX] > SAME CLIP [XBD] [DEL],Barraging two-dex prefix per the canonical barraging_mirage chassis with the drifter body verbatim; bracket count 5 = ADD.
barraging-drifter,trick_family,,clipper_stall,loader-19 override: the drifter base's own family is clipper_stall.
