"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes"
"Paradox Miraging Symposium Eggbeater (Armageddon)","paradox-miraging-symposium-eggbeater-armageddon","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Paradox Miraging Symposium Mirage (Voodoo)","paradox-miraging-symposium-mirage-voodoo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Paradox Swifter","paradox-swifter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Paradox Symposium Eggbeater (PS Eggbeater)","paradox-symposium-eggbeater-ps-eggbeater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Paradox Symposium Mirage (PS Mirage)","paradox-symposium-mirage-ps-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Paradox Symposium Torque (PS Torque)","paradox-symposium-torque-ps-torque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Paradox Symposium Whirl (PS Whirl)","paradox-symposium-whirl-ps-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Peeking Osis","peeking-osis","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Phasing Blender","phasing-blender","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Phasing Dyno (Downward Spiral)","phasing-dyno-downward-spiral","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Phasing Mirage (Phase)","phasing-mirage-phase","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Phasing Osis (Spiral)","phasing-osis-spiral","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Phasing Pickup","phasing-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Phasing ss Swirl (Frankenstein)","phasing-ss-swirl-frankenstein","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Barrage","pixie-barrage","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Blacula","pixie-blacula","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Blender","pixie-blender","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Butterfly (Dimwalk)","pixie-butterfly-dimwalk","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Butterfly Reverse Swirl (Dimwalk Reverse Swirl)","pixie-butterfly-reverse-swirl-dimwalk-reverse-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Butterfly Swirl (Dimwalk Swirl)","pixie-butterfly-swirl-dimwalk-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Butterfly Swivel (Dimwalk Swivel)","pixie-butterfly-swivel-dimwalk-swivel","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Butterfly XBD Rake (Dimwalk Rake)","pixie-butterfly-xbd-rake-dimwalk-rake","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Clipper","pixie-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Da Da Curve","pixie-da-da-curve","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Diving Butterfly (Darkwalk)","pixie-diving-butterfly-darkwalk","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Diving Mirage","pixie-diving-mirage","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Diving Osis (Alpine Maverick)","pixie-diving-osis-alpine-maverick","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Diving Pickup","pixie-diving-pickup","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Diving Symposium Mirage","pixie-diving-symposium-mirage","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Diving Whirl","pixie-diving-whirl","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie DLO (Smog)","pixie-dlo-smog","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie DOD (Dimmier)","pixie-dod-dimmier","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Dolomite","pixie-dolomite","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Double Switchover","pixie-double-switchover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Drifter (Smoke)","pixie-drifter-smoke","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Butterfly (Phoenix)","pixie-ducking-butterfly-phoenix","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Butterfly Swirl (Phoenix Swirl)","pixie-ducking-butterfly-swirl-phoenix-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Butterfly XBD Rake (Phoenix Rake)","pixie-ducking-butterfly-xbd-rake-phoenix-rake","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Clipper","pixie-ducking-clipper","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking DLO (Goliath)","pixie-ducking-dlo-goliath","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Illusion","pixie-ducking-illusion","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Legover (Puck)","pixie-ducking-legover-puck","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Mirage (Assassin)","pixie-ducking-mirage-assassin","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Osis","pixie-ducking-osis","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Pickup (Alpine Paste)","pixie-ducking-pickup-alpine-paste","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Spinning Toe (Wahnsinn)","pixie-ducking-spinning-toe-wahnsinn","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Symposium Mirage (Royal Assassin)","pixie-ducking-symposium-mirage-royal-assassin","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Ducking Whirl","pixie-ducking-whirl","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Dyno","pixie-dyno","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Eggbeater (Pig Beater)","pixie-eggbeater-pig-beater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Flail (Backside Smudge)","pixie-flail-backside-smudge","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Grifter","pixie-grifter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Guay","pixie-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Gyro DLO (Gilan)","pixie-gyro-dlo-gilan","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Gyro Torque (Pixie Mobius)","pixie-gyro-torque-pixie-mobius","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Illusion (Smudge)","pixie-illusion-smudge","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Inward Gyro Mirage","pixie-inward-gyro-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Legover (PLO)","pixie-legover-plo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Massacre","pixie-massacre","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Merlin","pixie-merlin","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Mirage (Smear)","pixie-mirage-smear","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Miraging Butterfly (Yoda)","pixie-miraging-butterfly-yoda","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Miraging Flail","pixie-miraging-flail","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Miraging Symposium Eggbeater (Pixie Armageddon)","pixie-miraging-symposium-eggbeater-pixie-armageddon","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Paradon (Dimmiest)","pixie-paradon-dimmiest","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Pickup (Paste)","pixie-pickup-paste","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Reverse Guay","pixie-reverse-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Reverse Swirl","pixie-reverse-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Reverse Whirl","pixie-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Spinning Blender (Overlord)","pixie-spinning-blender-overlord","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Spinning PS Whirl (Blue Widow)","pixie-spinning-ps-whirl-blue-widow","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Spinning Whirl (Slapstick)","pixie-spinning-whirl-slapstick","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Barrage","pixie-ss-barrage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Blender","pixie-ss-blender","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Butterfly (Park Walk)","pixie-ss-butterfly-park-walk","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Butterfly Swirl (Park Walk Swirl)","pixie-ss-butterfly-swirl-park-walk-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Clipper","pixie-ss-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Da Da Curve","pixie-ss-da-da-curve","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss DLO","pixie-ss-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Double Switchover","pixie-ss-double-switchover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Drifter (Catacomb)","pixie-ss-drifter-catacomb","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Dyno (Majello)","pixie-ss-dyno-majello","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Eggbeater","pixie-ss-eggbeater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Flail","pixie-ss-flail","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Grifter","pixie-ss-grifter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Guay","pixie-ss-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Illusion","pixie-ss-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Legover (Magellan)","pixie-ss-legover-magellan","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Osis (Maverick)","pixie-ss-osis-maverick","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Reverse Guay","pixie-ss-reverse-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Reverse Swirl","pixie-ss-reverse-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Reverse Whirl","pixie-ss-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Swirl","pixie-ss-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Symposium Eggbeater","pixie-ss-symposium-eggbeater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Symposium Mirage","pixie-ss-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Symposium Reverse Whirl","pixie-ss-symposium-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Symposium Reverse Whirling XBD Rake","pixie-ss-symposium-reverse-whirling-xbd-rake","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Torque","pixie-ss-torque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss Whirl","pixie-ss-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie ss XBD Rake","pixie-ss-xbd-rake","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Symposium Eggbeater (Pandemonium)","pixie-symposium-eggbeater-pandemonium","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Symposium Mirage (Backside Smear)","pixie-symposium-mirage-backside-smear","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Symposium Reverse Whirl","pixie-symposium-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Symposium Whirl","pixie-symposium-whirl","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Pixie Symposium Whirling Swirl (Croissant)","pixie-symposium-whirling-swirl-croissant","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Torque (Porque)","pixie-torque-porque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Weaving Butterfly","pixie-weaving-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Weaving Mirage","pixie-weaving-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Weaving Osis","pixie-weaving-osis","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Weaving Symposium Mirage","pixie-weaving-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Weaving Whirl","pixie-weaving-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Wonton Butterfly (Wookie)","pixie-wonton-butterfly-wookie","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie XBD Rake (Swerve)","pixie-xbd-rake-swerve","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Zulu Butterfly","pixie-zulu-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Zulu Mirage","pixie-zulu-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Zulu Osis","pixie-zulu-osis","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Zulu Symposium Mirage","pixie-zulu-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pixie Zulu Whirl","pixie-zulu-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Barrage","pogo-barrage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Blender","pogo-blender","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Clipper","pogo-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Da Da Curve","pogo-da-da-curve","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo DLO","pogo-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Drifter","pogo-drifter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Eggbeater","pogo-eggbeater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Illusion","pogo-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Legover","pogo-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Mirage","pogo-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Motion","pogo-motion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo ss Clipper","pogo-ss-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo ss Flail","pogo-ss-flail","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo ss Illusion","pogo-ss-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo ss Legover","pogo-ss-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo ss Mirage","pogo-ss-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo ss Pickup","pogo-ss-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo ss Symposium Mirage","pogo-ss-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Torque","pogo-torque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Whirl","pogo-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Pogo Whirling Swirl","pogo-whirling-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Blender (Tofu)","quantum-blender-tofu","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Butterfly (Trip Walk)","quantum-butterfly-trip-walk","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Butterfly Swirl (Triptide)","quantum-butterfly-swirl-triptide","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum DLO (Toe Fog)","quantum-dlo-toe-fog","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum DOD (Plasma)","quantum-dod-plasma","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Eclipse","quantum-eclipse","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Quantum Eggbeater (Boulder Beater)","quantum-eggbeater-boulder-beater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Flail (Backside Toe Blizzard)","quantum-flail-backside-toe-blizzard","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Guay","quantum-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Gyro Mirage (Quagmire)","quantum-gyro-mirage-quagmire","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Illusion (Toe Blizzard)","quantum-illusion-toe-blizzard","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Mirage (Toe Blur)","quantum-mirage-toe-blur","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Pickup (Leg Eater)","quantum-pickup-leg-eater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Reverse Guay","quantum-reverse-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Symposium Mirage (Conniption City)","quantum-symposium-mirage-conniption-city","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quantum Symposium Whirl","quantum-symposium-whirl","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Quantum Torque (Quark)","quantum-torque-quark","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quasi Butterfly (Paradox Ripwalk)","quasi-butterfly-paradox-ripwalk","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quasi Illusion (Paradox Blizzard)","quasi-illusion-paradox-blizzard","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quasi Mirage (Paradox Blur)","quasi-mirage-paradox-blur","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quasi Symposium Whirl (Paratoxic)","quasi-symposium-whirl-paratoxic","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Quasi Whirl","quasi-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Rake (Reverse Pendulum)","rake-reverse-pendulum","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse ATW","reverse-atw","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse Guay (Legover Inside Delay)","reverse-guay-legover-inside-delay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse Swirling Blender","reverse-swirling-blender","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse Swirling Dragon (Snapdragon)","reverse-swirling-dragon-snapdragon","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse Swirling Osis (Twirl)","reverse-swirling-osis-twirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse Swirling Paradox Torque","reverse-swirling-paradox-torque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse Swirling PS Whirl","reverse-swirling-ps-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse Swirling Symposium Mirage","reverse-swirling-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse Walkover","reverse-walkover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse Whirling Osis (Dyno)","reverse-whirling-osis-dyno","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Reverse Whirling Twirl","reverse-whirling-twirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing Butterfly (Dasein)","sailing-butterfly-dasein","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing Clipper","sailing-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing DLO","sailing-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing DOD","sailing-dod","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing Eggbeater","sailing-eggbeater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing Legover","sailing-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing Mirage (Dominatrix)","sailing-mirage-dominatrix","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing Pickup","sailing-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing ss Butterfly (Sail Down)","sailing-ss-butterfly-sail-down","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing ss DLO (Fracture)","sailing-ss-dlo-fracture","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing ss Illusion","sailing-ss-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing ss Legover","sailing-ss-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing ss Mirage","sailing-ss-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing ss Pickup","sailing-ss-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing Symposium Mirage","sailing-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sailing Whirl (Juno Reactor)","sailing-whirl-juno-reactor","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Scattered Whirl","scattered-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting Barfly (Porn Star)","shooting-barfly-porn-star","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting Clipper","shooting-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting Da Da Curve","shooting-da-da-curve","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting DDD (Shooting Star)","shooting-ddd-shooting-star","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting DLO","shooting-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting Ducking Butterfly","shooting-ducking-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting Eggbeater (Red Wetter)","shooting-eggbeater-red-wetter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting Gyro Mirage (Cyclone)","shooting-gyro-mirage-cyclone","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting ss Clipper","shooting-ss-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting ss Illusion","shooting-ss-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting ss Legover","shooting-ss-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting ss Mirage","shooting-ss-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Shooting ss Pickup","shooting-ss-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Butterfly (Slap Down)","slapping-butterfly-slap-down","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Clipper","slapping-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Diving Butterfly (Alpine Slap Down)","slapping-diving-butterfly-alpine-slap-down","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping DLO","slapping-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Drifter","slapping-drifter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Guay","slapping-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Illusion (Slap)","slapping-illusion-slap","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Legover (Toe Schmoe)","slapping-legover-toe-schmoe","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Osis (Osmosis)","slapping-osis-osmosis","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Pickup","slapping-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Reverse Guay","slapping-reverse-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Reverse Whirl","slapping-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slapping Weaving Butterfly (Quantanamera)","slapping-weaving-butterfly-quantanamera","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slaying Butterfly","slaying-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slaying Illusion","slaying-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slaying Mirage","slaying-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slaying ss Flail","slaying-ss-flail","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slaying ss Symposium Mirage","slaying-ss-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Slicing Infinity (Lawn Moir)","slicing-infinity-lawn-moir","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Smiling Butterfly (Smiley)","smiling-butterfly-smiley","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Snapping Butterfly","snapping-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Snapping Symposium Mirage","snapping-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sonic Illusion","sonic-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sonic Legover","sonic-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sonic Mirage","sonic-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sonic Pickup","sonic-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Sonic Torque","sonic-torque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Blender","spinning-blender","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Spinning DLO","spinning-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Double Down (Scorpion\u2019s Tail)","spinning-double-down-scorpion-u2019s-tail","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
