"name","slug","source_corpus","ecosystem","deferral_bucket","failure_class","doctrine_confidence","reason"
"triple-dex Legover","triple-dex-legover","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"triple-dex Mirage","triple-dex-mirage","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Trochus","trochus","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"TSO, Triple Switch, Triple Switchover","tso-triple-switch-triple-switchover","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Tunguska","tunguska","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Tutifruti","tutifruti","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Twist","twist","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Twisted Butterfly","twisted-butterfly","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Twisting near Osis","twisting-near-osis","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Twisting near Pickup","twisting-near-pickup","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Twisting near Toe","twisting-near-toe","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"UNS set","uns-set","fborg","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Unwrap","unwrap","stanford","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Vertigo","vertigo","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Void","void","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Voodoo","voodoo","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Wahnsinn","wahnsinn","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Walkover","walkover","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Warp","warp","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Warping Mirage","warping-mirage","multi","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Wauxspin","wauxspin","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Wentletrappe","wentletrappe","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Whale Tail","whale-tail","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"What!?","what!?","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Whipping Osis","whipping-osis","passback","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Whirr","whirr","multi","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Whisk","whisk","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Wiggle Butterfly","wiggle-butterfly","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Wookie","wookie","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Wrecking Mirage","wrecking-mirage","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Wrecking Pickup","wrecking-pickup","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Xbd Outside Stall","xbd-outside-stall","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Xbd Sole Stall","xbd-sole-stall","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Your Mom","your-mom","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Your Sister","your-sister","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Zig Zag","zig-zag","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Zipwalk","zipwalk","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Zoid","zoid","fborg","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Zulu Butterfly","zulu-butterfly","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Clipper","zulu-clipper","passback","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Zulu Drifter","zulu-drifter","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Far Legover","zulu-far-legover","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Far Pickup","zulu-far-pickup","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Guay","zulu-guay","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Illusion","zulu-illusion","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Le Loup","zulu-le-loup","footbagmoves","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Zulu Legover","zulu-legover","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Mirage","zulu-mirage","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Osis","zulu-osis","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Pickup","zulu-pickup","footbagmoves","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Reverse Guay","zulu-reverse-guay","stanford","(unclassified)","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Toe Stall","zulu-toe-stall","stanford","(unclassified)","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Alpine Atomsmasher","alpine-atomsmasher","passback","atomic","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Atomic DLO","atomic-dlo","footbagmoves","atomic","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Atomic Double Legover","atomic-double-legover","footbagmoves","atomic","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Atomic DSO","atomic-dso","passback","atomic","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Atomic Ducking Double Legover","atomic-ducking-double-legover","footbagmoves","atomic","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Atomic far DLO","atomic-far-dlo","passback","atomic","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Atomic Motion","atomic-motion","footbagmoves","atomic","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Atomic Zulu Mirage","atomic-zulu-mirage","stanford","atomic","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Atomotion","atomotion","footbagmoves","atomic","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Full Symp. Atomsmasher","full-symp-atomsmasher","passback","atomic","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Ducking Double Legover","ducking-double-legover","footbagmoves","ducking","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Railing Ducking Butterfly","railing-ducking-butterfly","footbagmoves","ducking","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Railing Ducking Legover","railing-ducking-legover","footbagmoves","ducking","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Railing Ducking Mirage","railing-ducking-mirage","footbagmoves","ducking","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Spinning Ducking far Symp.Torque","spinning-ducking-far-symp-torque","passback","ducking","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Double Fairy","double-fairy","passback","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy Atomic","fairy-atomic","fborg","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy Beater","fairy-beater","footbagmoves","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy Beater, Shutdown","fairy-beater-shutdown","passback","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy Crossbody Rake","fairy-crossbody-rake","footbagmoves","fairy","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Fairy Double Legover","fairy-double-legover","footbagmoves","fairy","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Fairy Gyro Janiwalker","fairy-gyro-janiwalker","passback","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy Leg Over","fairy-leg-over","fborg","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy Spinning","fairy-spinning","fborg","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy Spinning near Barraging far Buterfly","fairy-spinning-near-barraging-far-buterfly","passback","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy Spyro Mirage","fairy-spyro-mirage","fborg","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy Spyro Symposium Torque","fairy-spyro-symposium-torque","footbagmoves","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy ss Double Legover","fairy-ss-double-legover","footbagmoves","fairy","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Fairy Tale","fairy-tale","footbagmoves","fairy","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Fairy Zulu Butterfly","fairy-zulu-butterfly","stanford","fairy","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Fairy Zulu Mirage","fairy-zulu-mirage","stanford","fairy","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Pixie","double-pixie","footbagmoves","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"double-dex ""Pixie","double-dex-pixie","passback","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie Blacula","pixie-blacula","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie Clipper","pixie-clipper","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie Da Da Curve","pixie-da-da-curve","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie Double Legover","pixie-double-legover","footbagmoves","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Double Pickup (ss)","pixie-double-pickup","passback","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Double Switchover","pixie-double-switchover","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie DSO","pixie-dso","passback","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie Ducking Double Legover","pixie-ducking-double-legover","footbagmoves","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Ducking Spinning Toe","pixie-ducking-spinning-toe","footbagmoves","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie Grifter","pixie-grifter","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie Gyro Double Legover","pixie-gyro-double-legover","footbagmoves","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Inspinning","pixie-inspinning","fborg","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie Inward Gyro Mirage","pixie-inward-gyro-mirage","stanford","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Massacre","pixie-massacre","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie Merlin","pixie-merlin","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie Pinching","pixie-pinching","fborg","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie ss Clipper","pixie-ss-clipper","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie ss Da Da Curve","pixie-ss-da-da-curve","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie ss Double Switchover","pixie-ss-double-switchover","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie ss Grifter","pixie-ss-grifter","stanford","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Pixie ss Original Tap","pixie-ss-original-tap","footbagmoves","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie ss Symposium Reverse Whirling XBD Rake","pixie-ss-symposium-reverse-whirling-xbd-rake","stanford","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie ss XBD Rake","pixie-ss-xbd-rake","stanford","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Wonton Butterfly","pixie-wonton-butterfly","footbagmoves","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Zulu Butterfly","pixie-zulu-butterfly","stanford","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Zulu Mirage","pixie-zulu-mirage","stanford","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Zulu Osis","pixie-zulu-osis","stanford","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Zulu Symposium Mirage","pixie-zulu-symposium-mirage","stanford","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Pixie Zulu Whirl","pixie-zulu-whirl","stanford","pixie","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Triple Pixie","triple-pixie","footbagmoves","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"triple-dex ""Pixie","triple-dex-pixie","passback","pixie","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"(clipper reverse whirl spinning)","clipper-reverse-whirl-spinning","fborg","spinning/gyro","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Alpine Spinning Whirl","alpine-spinning-whirl","passback","spinning/gyro","junk-or-observational-only","unresolved-directional-syntax","stable","Not yet interpretable: unresolved-directional-syntax"
"Double Spinning Rake","double-spinning-rake","footbagmoves","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Gyro Baroque","gyro-baroque","stanford","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Gyro Clipper","gyro-clipper","footbagmoves","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Gyro Diving Clipper","gyro-diving-clipper","stanford","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Gyro Swivel","gyro-swivel","stanford","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Gyro Toe","gyro-toe","passback","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Gyro Torquescrew","gyro-torquescrew","multi","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Gyro, Spinning, Spinning Gyro, Double Spinning","gyro-spinning-spinning-gyro-double-spinning","passback","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Inspinning","inspinning","fborg","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Inward Gyro Butterfly","inward-gyro-butterfly","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Inward Gyro Flail","inward-gyro-flail","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Inward Gyro Guay","inward-gyro-guay","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Inward Gyro Illusion","inward-gyro-illusion","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Inward Gyro Mirage","inward-gyro-mirage","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Inward Gyro Reverse Guay","inward-gyro-reverse-guay","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Inward Gyro Symposium Mirage","inward-gyro-symposium-mirage","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Neutron Drifter (Irish Spring) (Tapping Gyro Drifter)","neutron-drifter-irish-spring-tapping-gyro-drifter","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Sailing Gyro Pickup","sailing-gyro-pickup","footbagmoves","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spinning Butterfly Kick","spinning-butterfly-kick","fborg","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Spinning far Motion","spinning-far-motion","passback","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spinning Flapper","spinning-flapper","stanford","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spinning Motion","spinning-motion","footbagmoves","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spinning Swivel","spinning-swivel","stanford","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spinning XBD Rake","spinning-xbd-rake","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Spinning Zulu Butterfly","spinning-zulu-butterfly","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Spyro Diving Symposium Whirl","spyro-diving-symposium-whirl","footbagmoves","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spyro Illusion","spyro-illusion","fborg","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spyro Mirage","spyro-mirage","fborg","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spyro Nova","spyro-nova","footbagmoves","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spyro Symple Drifter","spyro-symple-drifter","footbagmoves","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spyro Symposium Mirage","spyro-symposium-mirage","footbagmoves","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Spyro Symposium Torquescrew","spyro-symposium-torquescrew","footbagmoves","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Spyro Whirl","spyro-whirl","fborg","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Swirling Gyro Inside Stall","swirling-gyro-inside-stall","passback","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Symp. Swirling Gyro Inside","symp-swirling-gyro-inside","passback","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Toe set Gyro Torque","toe-set-gyro-torque","footbagmoves","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Toe Spinning Toe","toe-spinning-toe","passback","spinning/gyro","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Twinspinning (nuclear inspinning)","twinspinning-nuclear-inspinning","fborg","spinning/gyro","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Twinspinning Illusion","twinspinning-illusion","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Twinspinning Legover","twinspinning-legover","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Twinspinning Pickup","twinspinning-pickup","stanford","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Twinspinning ss Mirage","twinspinning-ss-mirage","footbagmoves","spinning/gyro","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Blurrier (Stepping Down Double Down)","blurrier-stepping-down-double-down","fborg","stepping","junk-or-observational-only","folk-name-opacity","blocked","Folk-name opaque (no compositional structure)"
"Dragon set Stepping op Firewalk","dragon-set-stepping-op-firewalk","footbagmoves","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"High Stepping DDD (Arch Nemesis) (Furious George)","high-stepping-ddd-arch-nemesis-furious-george","stanford","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping Baroque","stepping-baroque","stanford","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping Butterfly Reverse Swirl","stepping-butterfly-reverse-swirl","stanford","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping Clipper (same side)","stepping-clipper","multi","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping DDD (Blurrier)","stepping-ddd-blurrier","stanford","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping Diving Double Legover","stepping-diving-double-legover","footbagmoves","stepping","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Stepping Double Legover","stepping-double-legover","footbagmoves","stepping","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Stepping Ducking Far Butterfly Swirl","stepping-ducking-far-butterfly-swirl","footbagmoves","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping Ducking Far Double Pickup","stepping-ducking-far-double-pickup","footbagmoves","stepping","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Stepping Ducking far Grifter","stepping-ducking-far-grifter","passback","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping Ducking Far Motion","stepping-ducking-far-motion","footbagmoves","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping Ducking far Swivel","stepping-ducking-far-swivel","passback","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping far Clipper","stepping-far-clipper","footbagmoves","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
