dimension,base_formula,symbolic_formula,status,failure_class,reason
rotation,SHOULDER > SAME OUT [DEX] > SAME SHOULDER [DEL],SHOULDER > SAME OUT [DEX:swirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > SAME OUT [DEX] > OP SHOULDER [DEL],SHOULDER > SAME OUT [DEX:whirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > SAME OUT [DEX] > OP SHOULDER [DEL],SHOULDER > SAME OUT [DEX:swirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > OP IN [DEX] > SAME SHOULDER [DEL],SHOULDER > OP IN [DEX:whirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > OP IN [DEX] > SAME SHOULDER [DEL],SHOULDER > OP IN [DEX:swirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > OP IN [DEX] > OP SHOULDER [DEL],SHOULDER > OP IN [DEX:whirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > OP IN [DEX] > OP SHOULDER [DEL],SHOULDER > OP IN [DEX:swirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > OP OUT [DEX] > SAME SHOULDER [DEL],SHOULDER > OP OUT [DEX:whirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > OP OUT [DEX] > SAME SHOULDER [DEL],SHOULDER > OP OUT [DEX:swirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > OP OUT [DEX] > OP SHOULDER [DEL],SHOULDER > OP OUT [DEX:whirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > OP OUT [DEX] > OP SHOULDER [DEL],SHOULDER > OP OUT [DEX:swirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
paradox,TOE > SAME IN [DEX] > SAME TOE [DEL],TOE > SAME IN [DEX] [PDX] > SAME TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > OP TOE [DEL],TOE > SAME IN [DEX] [PDX] > OP TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > SAME TOE [DEL],TOE > SAME OUT [DEX] [PDX] > SAME TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > OP TOE [DEL],TOE > SAME OUT [DEX] [PDX] > OP TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > SAME TOE [DEL],TOE > OP IN [DEX] [PDX] > SAME TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > OP TOE [DEL],TOE > OP IN [DEX] [PDX] > OP TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > SAME TOE [DEL],TOE > OP OUT [DEX] [PDX] > SAME TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > OP TOE [DEL],TOE > OP OUT [DEX] [PDX] > OP TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > SAME INSIDE [DEL],TOE > SAME IN [DEX] [PDX] > SAME INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > OP INSIDE [DEL],TOE > SAME IN [DEX] [PDX] > OP INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > SAME INSIDE [DEL],TOE > SAME OUT [DEX] [PDX] > SAME INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > OP INSIDE [DEL],TOE > SAME OUT [DEX] [PDX] > OP INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > SAME INSIDE [DEL],TOE > OP IN [DEX] [PDX] > SAME INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > OP INSIDE [DEL],TOE > OP IN [DEX] [PDX] > OP INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > SAME INSIDE [DEL],TOE > OP OUT [DEX] [PDX] > SAME INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > OP INSIDE [DEL],TOE > OP OUT [DEX] [PDX] > OP INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > SAME OUTSIDE [DEL],TOE > SAME IN [DEX] [PDX] > SAME OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > OP OUTSIDE [DEL],TOE > SAME IN [DEX] [PDX] > OP OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > SAME OUTSIDE [DEL],TOE > SAME OUT [DEX] [PDX] > SAME OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > OP OUTSIDE [DEL],TOE > SAME OUT [DEX] [PDX] > OP OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > SAME OUTSIDE [DEL],TOE > OP IN [DEX] [PDX] > SAME OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > OP OUTSIDE [DEL],TOE > OP IN [DEX] [PDX] > OP OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > SAME OUTSIDE [DEL],TOE > OP OUT [DEX] [PDX] > SAME OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > OP OUTSIDE [DEL],TOE > OP OUT [DEX] [PDX] > OP OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > SAME KNEE [DEL],TOE > SAME IN [DEX] [PDX] > SAME KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > OP KNEE [DEL],TOE > SAME IN [DEX] [PDX] > OP KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > SAME KNEE [DEL],TOE > SAME OUT [DEX] [PDX] > SAME KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > OP KNEE [DEL],TOE > SAME OUT [DEX] [PDX] > OP KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > SAME KNEE [DEL],TOE > OP IN [DEX] [PDX] > SAME KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > OP KNEE [DEL],TOE > OP IN [DEX] [PDX] > OP KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > SAME KNEE [DEL],TOE > OP OUT [DEX] [PDX] > SAME KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > OP KNEE [DEL],TOE > OP OUT [DEX] [PDX] > OP KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > SAME SHOULDER [DEL],TOE > SAME IN [DEX] [PDX] > SAME SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > OP SHOULDER [DEL],TOE > SAME IN [DEX] [PDX] > OP SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > SAME SHOULDER [DEL],TOE > SAME OUT [DEX] [PDX] > SAME SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > OP SHOULDER [DEL],TOE > SAME OUT [DEX] [PDX] > OP SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > SAME SHOULDER [DEL],TOE > OP IN [DEX] [PDX] > SAME SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > OP SHOULDER [DEL],TOE > OP IN [DEX] [PDX] > OP SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > SAME SHOULDER [DEL],TOE > OP OUT [DEX] [PDX] > SAME SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > OP SHOULDER [DEL],TOE > OP OUT [DEX] [PDX] > OP SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > HEAD [DEL],TOE > SAME IN [DEX] [PDX] > HEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > HEAD [DEL],TOE > SAME OUT [DEX] [PDX] > HEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > HEAD [DEL],TOE > OP IN [DEX] [PDX] > HEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > HEAD [DEL],TOE > OP OUT [DEX] [PDX] > HEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > FOREHEAD [DEL],TOE > SAME IN [DEX] [PDX] > FOREHEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > FOREHEAD [DEL],TOE > SAME OUT [DEX] [PDX] > FOREHEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > FOREHEAD [DEL],TOE > OP IN [DEX] [PDX] > FOREHEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > FOREHEAD [DEL],TOE > OP OUT [DEX] [PDX] > FOREHEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > NECK [DEL],TOE > SAME IN [DEX] [PDX] > NECK [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > NECK [DEL],TOE > SAME OUT [DEX] [PDX] > NECK [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > NECK [DEL],TOE > OP IN [DEX] [PDX] > NECK [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > NECK [DEL],TOE > OP OUT [DEX] [PDX] > NECK [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > SAME CLIPPER [XBD] [DEL],TOE > SAME IN [DEX] [PDX] > SAME CLIPPER [XBD] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > OP CLIPPER [XBD] [DEL],TOE > SAME IN [DEX] [PDX] > OP CLIPPER [XBD] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > SAME CLIPPER [XBD] [DEL],TOE > SAME OUT [DEX] [PDX] > SAME CLIPPER [XBD] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > OP CLIPPER [XBD] [DEL],TOE > SAME OUT [DEX] [PDX] > OP CLIPPER [XBD] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > SAME CLIPPER [XBD] [DEL],TOE > OP IN [DEX] [PDX] > SAME CLIPPER [XBD] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > OP CLIPPER [XBD] [DEL],TOE > OP IN [DEX] [PDX] > OP CLIPPER [XBD] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > SAME CLIPPER [XBD] [DEL],TOE > OP OUT [DEX] [PDX] > SAME CLIPPER [XBD] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > OP CLIPPER [XBD] [DEL],TOE > OP OUT [DEX] [PDX] > OP CLIPPER [XBD] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > SAME HEEL [UNS] [DEL],TOE > SAME IN [DEX] [PDX] > SAME HEEL [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > OP HEEL [UNS] [DEL],TOE > SAME IN [DEX] [PDX] > OP HEEL [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > SAME HEEL [UNS] [DEL],TOE > SAME OUT [DEX] [PDX] > SAME HEEL [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > OP HEEL [UNS] [DEL],TOE > SAME OUT [DEX] [PDX] > OP HEEL [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > SAME HEEL [UNS] [DEL],TOE > OP IN [DEX] [PDX] > SAME HEEL [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > OP HEEL [UNS] [DEL],TOE > OP IN [DEX] [PDX] > OP HEEL [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > SAME HEEL [UNS] [DEL],TOE > OP OUT [DEX] [PDX] > SAME HEEL [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > OP HEEL [UNS] [DEL],TOE > OP OUT [DEX] [PDX] > OP HEEL [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > SAME SOLE [UNS] [DEL],TOE > SAME IN [DEX] [PDX] > SAME SOLE [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > OP SOLE [UNS] [DEL],TOE > SAME IN [DEX] [PDX] > OP SOLE [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > SAME SOLE [UNS] [DEL],TOE > SAME OUT [DEX] [PDX] > SAME SOLE [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > OP SOLE [UNS] [DEL],TOE > SAME OUT [DEX] [PDX] > OP SOLE [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > SAME SOLE [UNS] [DEL],TOE > OP IN [DEX] [PDX] > SAME SOLE [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > OP SOLE [UNS] [DEL],TOE > OP IN [DEX] [PDX] > OP SOLE [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > SAME SOLE [UNS] [DEL],TOE > OP OUT [DEX] [PDX] > SAME SOLE [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > OP SOLE [UNS] [DEL],TOE > OP OUT [DEX] [PDX] > OP SOLE [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME IN [DEX] > CLOUD [UNS] [DEL],TOE > SAME IN [DEX] [PDX] > CLOUD [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > SAME OUT [DEX] > CLOUD [UNS] [DEL],TOE > SAME OUT [DEX] [PDX] > CLOUD [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP IN [DEX] > CLOUD [UNS] [DEL],TOE > OP IN [DEX] [PDX] > CLOUD [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,TOE > OP OUT [DEX] > CLOUD [UNS] [DEL],TOE > OP OUT [DEX] [PDX] > CLOUD [UNS] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > SAME TOE [DEL],CLIP > OP IN [DEX] [PDX] > SAME TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > OP TOE [DEL],CLIP > OP IN [DEX] [PDX] > OP TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > SAME TOE [DEL],CLIP > OP OUT [DEX] [PDX] > SAME TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > OP TOE [DEL],CLIP > OP OUT [DEX] [PDX] > OP TOE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > SAME INSIDE [DEL],CLIP > OP IN [DEX] [PDX] > SAME INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > OP INSIDE [DEL],CLIP > OP IN [DEX] [PDX] > OP INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > SAME INSIDE [DEL],CLIP > OP OUT [DEX] [PDX] > SAME INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > OP INSIDE [DEL],CLIP > OP OUT [DEX] [PDX] > OP INSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > SAME OUTSIDE [DEL],CLIP > OP IN [DEX] [PDX] > SAME OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > OP OUTSIDE [DEL],CLIP > OP IN [DEX] [PDX] > OP OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > SAME OUTSIDE [DEL],CLIP > OP OUT [DEX] [PDX] > SAME OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > OP OUTSIDE [DEL],CLIP > OP OUT [DEX] [PDX] > OP OUTSIDE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > SAME KNEE [DEL],CLIP > OP IN [DEX] [PDX] > SAME KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > OP KNEE [DEL],CLIP > OP IN [DEX] [PDX] > OP KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > SAME KNEE [DEL],CLIP > OP OUT [DEX] [PDX] > SAME KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > OP KNEE [DEL],CLIP > OP OUT [DEX] [PDX] > OP KNEE [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > SAME SHOULDER [DEL],CLIP > OP IN [DEX] [PDX] > SAME SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > OP SHOULDER [DEL],CLIP > OP IN [DEX] [PDX] > OP SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > SAME SHOULDER [DEL],CLIP > OP OUT [DEX] [PDX] > SAME SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > OP SHOULDER [DEL],CLIP > OP OUT [DEX] [PDX] > OP SHOULDER [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > HEAD [DEL],CLIP > OP IN [DEX] [PDX] > HEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > HEAD [DEL],CLIP > OP OUT [DEX] [PDX] > HEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > FOREHEAD [DEL],CLIP > OP IN [DEX] [PDX] > FOREHEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > FOREHEAD [DEL],CLIP > OP OUT [DEX] [PDX] > FOREHEAD [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > NECK [DEL],CLIP > OP IN [DEX] [PDX] > NECK [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP OUT [DEX] > NECK [DEL],CLIP > OP OUT [DEX] [PDX] > NECK [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > SAME CLIPPER [XBD] [DEL],CLIP > OP IN [DEX] [PDX] > SAME CLIPPER [XBD] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
paradox,CLIP > OP IN [DEX] > OP CLIPPER [XBD] [DEL],CLIP > OP IN [DEX] [PDX] > OP CLIPPER [XBD] [DEL],failure,ambiguous-primitive,paradox unresolved as dex parameter(+0) vs scored event(+1); ADD is one of two values
